OWN_COMMIT,Added_lines,Del_lines,MAJOR_COMMIT,DDEV,CountStmt,CountPath_Mean,CountStmtDecl,CountLineCodeDecl,CountLineCode,CountLineCodeExe,OWN_LINE,MaxNesting_Mean,SumCyclomaticStrict,CountLineComment,ADEV,CountSemicolon,CountLine,RatioCommentToCode,AvgLine
-1.594949816670799,2.475609756097561,2.901639344262295,1.0,1.0,1.956989247311828,0.5965655787011934,1.6687116564417177,1.6666666666666667,2.0403225806451615,2.085714285714286,-0.7635795498975441,0.3510903796338226,2.467289719626168,2.96,2.5,1.7611940298507462,2.189406099518459,-0.1935796997268445,0.2857142857142857
-0.7974749083353995,-0.06097560975609756,0.08196721311475409,1.0,1.0,0.043010752688172046,-0.21476360833243052,0.09815950920245399,0.10256410256410256,-0.016129032258064516,0.04285714285714286,-0.6142608662471577,-0.07716272079864189,-0.18691588785046728,-0.24,0.5,0.13432835820895522,-0.12199036918138041,-0.143074649221794,0.5714285714285714
-1.594949816670799,4.280487804878049,6.327868852459017,2.0,2.0,1.6344086021505377,0.0976198219692892,1.8404907975460123,2.128205128205128,1.3790322580645162,1.8571428571428572,-0.15346088023110419,0.47659327552102587,0.2616822429906542,0.48,2.5,2.1343283582089554,1.2520064205457464,-0.345094851241996,1.8571428571428572
-1.594949816670799,9.414634146341463,12.770491803278688,2.0,2.0,2.3763440860215055,0.08948483680517938,2.085889570552147,2.0,1.9193548387096775,2.6,0.27410778973677097,0.2583273696302377,0.5607476635514018,-0.04,2.5,3.0,1.9967897271268058,-0.43600394215108695,1.8571428571428572
-1.0632998777805316,1.6829268292682926,2.4098360655737703,1.0,1.0,1.086021505376344,19.0730537876182,0.24539877300613497,0.1794871794871795,0.8629032258064516,1.4285714285714286,0.9655963213700635,1.5003862377513801,0.822429906542056,-0.24,0.0,1.2388059701492538,0.565008025682183,-0.3854988916460364,2.2857142857142856
0.0,-0.04878048780487805,-0.03278688524590164,0.0,0.0,-0.16129032258064516,-0.3579393472207175,-0.049079754601226995,-0.05128205128205128,-0.1935483870967742,-0.18571428571428572,-0.28613668112665813,-0.5401390455904964,-0.2616822429906542,-0.4,0.0,-0.11940298507462686,-0.36597110754414125,-0.0319635381106829,-0.2857142857142857
0.0,2.451219512195122,-0.4262295081967213,0.0,0.0,0.46236559139784944,1.7896967361035876,0.19631901840490798,0.20512820512820512,0.49193548387096775,0.6142857142857143,0.9655963213700635,0.6751738069881205,0.037383177570093455,2.08,-1.0,0.6268656716417911,0.6934189406099518,0.12965262350547876,2.5714285714285716
-0.9113998952404575,3.8902439024390243,5.016393442622951,1.0,1.0,4.494623655913978,0.395617173243952,3.8282208588957056,4.0,4.209677419354839,5.185714285714286,-0.2201821395152814,0.5584488437461033,4.747663551401869,8.4,2.0,4.791044776119403,4.943820224719101,-0.11277161891876372,0.42857142857142855
-0.6379799266683194,1.3780487804878048,1.819672131147541,1.0,1.0,3.139784946236559,0.32968097770328975,2.895705521472393,2.769230769230769,3.5,3.4714285714285715,-0.08625995528798062,0.17600036316993733,5.158878504672897,0.64,1.0,2.582089552238806,3.229534510433387,-0.43600394215108695,-0.2857142857142857
0.0,-0.10975609756097561,-0.03278688524590164,0.0,0.0,0.34408602150537637,-0.13766897970027436,0.6625766871165644,0.6923076923076923,0.29838709677419356,0.22857142857142856,0.4014819815782093,-0.10802780911809926,0.22429906542056074,-0.08,-0.5,0.3880597014925373,0.1797752808988764,-0.2541857603329051,-0.2857142857142857
