Del_lines,COMM,ADEV,CountLineCodeExe,DDEV,Added_lines,MAJOR_COMMIT,CountLineCode,CountOutput_Max,CountSemicolon,CountLineCodeDecl,CountStmtExe,CountLine,OWN_LINE,CountStmt,CountLineBlank,OWN_COMMIT,CountStmtDecl,CountOutput_Mean,CountInput_Mean
-0.4510772760148625,-0.6410968298755904,-0.6410968298755904,-0.5902919441372592,-0.7412612416358537,-0.4374295321010096,-0.7298697691476113,-0.6321489105716512,-0.8789548976154978,-0.6200336668105864,-0.657584634929605,-0.615380406854386,-0.6476208929132578,1.3746839447381283,-0.6430595558292402,-0.5548658582652898,1.5708758481904943,-0.6547890177145503,-1.2244576204917765,0.28046501506086974
-0.4510772760148625,-0.7071869532025709,-0.7071869532025709,-0.5817085874035722,-1.2572285421308937,-0.5065891457214556,-1.3670057111240013,-0.6341622993356884,-0.8789548976154978,-0.6461508385030128,-0.7037910752767952,-0.6073363985816067,-0.6719610209953337,1.3746839447381283,-0.6542008976850373,-0.5952927388375472,-1.8447526683377349,-0.7054476633190145,-1.2244576204917765,-1.3203071132648125
-0.44818787994382375,-0.7071869532025709,-0.7071869532025709,-0.5731252306698852,-1.2572285421308937,-0.5044933998541694,-1.3670057111240013,-0.6039614678751317,-0.7570430913674392,-0.6088405932281179,-0.6421824881472082,-0.591248382036048,-0.5776430246772893,-0.9299006193564627,-0.6207768721176463,-0.5649725784083541,0.17674175981162515,-0.6379028025130623,-0.9046036007852932,-0.10845727448438103
-0.4395196917307073,-0.6410968298755904,-0.6410968298755904,-0.5759863495811143,-0.7412612416358537,-0.4982061622523107,-0.7298697691476113,-0.6160418004593544,-0.7570430913674392,-0.6200336668105864,-0.6652857083208034,-0.5952703861724377,-0.5806855406875489,-0.9670536134208083,-0.6319182139734433,-0.5750792985514185,1.5708758481904943,-0.6632321253152944,-0.9350442532289499,-0.029684584802231948
-0.4510772760148625,-0.7071869532025709,-0.7071869532025709,-0.5817085874035722,-1.2572285421308937,-0.5065891457214556,-1.3670057111240013,-0.6361756880997255,-0.8179989944914685,-0.6386887894480339,-0.7037910752767952,-0.6033143944452171,-0.6719610209953337,1.3746839447381283,-0.651415562221088,-0.5851860186944828,-1.8447526683377349,-0.7054476633190145,-1.0463570867915755,-0.5399307007060427
3.770330383772845,-0.4428264598946487,-0.4428264598946487,4.579749928453539,-0.7412612416358537,2.580444516791184,-0.7298697691476113,4.616755597273093,9.66641634284157,3.7863063001545005,4.425123803261322,3.470975795717506,4.0637151489735714,0.31730749426981614,2.888745812458399,0.021217189889378214,0.93654483797811,1.4728740976729429,2.7997436669420153,0.2634438179171466
0.06034582855900754,0.8789760066449621,0.8789760066449621,0.9690178624825443,1.3226079603443062,0.37362411853876737,1.1815380567815592,0.958428213017665,0.6449426804852346,1.0365412233947469,0.9442386304396567,0.9572232104739699,0.8873284342626577,-1.5975892585095217,1.0587804126437466,0.3749523948966305,-0.42157411978430526,1.2026946544491341,1.8255140191241663,0.14289866028287887
7.367628492216168,-0.3106462132406876,-0.3106462132406876,8.181898637690846,-0.7412612416358537,9.316171734249176,-0.7298697691476113,5.649624033224129,-0.5741753819953513,4.748910628246788,-0.34184062589047165,5.132063504046434,5.201616136810623,1.2837568166303888,3.4485982407121964,6.560265122452013,0.7571525839587693,-0.32550782128553357,-0.9066190382915041,-1.0382994298288282
-0.4221833153044744,-0.37673633656766814,-0.37673633656766814,-0.5559585172025112,0.8066406598492663,-0.4814401953140207,1.1815380567815592,-0.5938945240549462,-0.69608718824341,-0.6051095687006285,-0.6344814147560098,-0.5791823696268791,-0.5928556047285868,1.1034716606815522,-0.6152062011897479,-0.5447591381222254,-0.478501261726443,-0.6463459101138064,-0.6901560193911733,-0.17975697183276448
3.2155663381333928,0.9450661299719426,0.9450661299719426,0.9861845759499183,-0.2252939411408137,3.674423859514604,-0.09273382717122107,0.7872901680745107,2.0469284523379088,0.9805758554824046,0.5591849608797381,0.9049371567009044,0.8219143400420785,1.046867295090167,0.8359535755278072,0.6983674394746898,1.2976255668682364,0.6370064451992848,1.7778085190258983,1.4924781979360258
