Del_lines,Added_lines,COMM,ADEV,MAJOR_COMMIT,OWN_COMMIT,CountClassCoupled,DDEV,CountInput_Mean,CountPath_Mean,MaxNesting_Mean,CountInput_Min,CountDeclMethodPrivate,MaxNesting_Max,AvgLineCode,CountPath_Max,MaxCyclomaticStrict,AvgLine,MaxCyclomaticModified,CountOutput_Mean
122.0,296.0,15.0,15.0,3.0,0.4,28.0,3.0,12.5090909090909,3.0,0.932203389830508,0.0,0.0,3.0,10.0,17.0,16.0,13.0,16.0,4.43636363636364
33.0,212.0,5.0,5.0,2.0,0.8,5.0,2.0,3.18518518518519,3.33333333333333,0.966666666666667,0.0,2.0,4.0,8.0,32.0,9.0,10.0,6.0,3.62962962962963
83.39274646209455,250.128385011537,11.497243720830664,11.497243720830664,1.3339458398154078,0.916513540046148,14.001837519446225,1.3339458398154078,9.55972717524203,2.353478570026242,1.0784208697215034,2.0,1.3339458398154078,3.333945839815408,7.500918759723112,6.335783359261631,7.168810439353927,7.667891679630816,6.335783359261631,4.433447010315817
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,3.0,1.0,2.0
92.53409596862316,190.3053718080441,6.513578711066691,6.513578711066691,2.0,0.8378394677766673,6.00905247404446,2.0,3.289177710690576,2.989670534202248,0.9654654137213756,0.5045262370222301,2.50452623702223,4.0,9.51357871106669,21.9094752595554,7.99094752595554,13.02715742213338,6.50452623702223,4.145530049129013
0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.75,0.714285714285714,1.0,0.0,1.0,9.0,2.0,2.0,10.0,2.0,2.75
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,3.0,1.0,1.0
17.0,277.0,6.0,6.0,1.0,1.0,15.0,1.0,3.26666666666667,2.26666666666667,1.22222222222222,0.0,10.0,2.0,8.0,5.0,6.0,11.0,4.0,5.13333333333333
4.140799367998625,68.00639859015078,2.0,2.0,1.1207999756922549,0.9396000121538726,5.24159995138451,1.1207999756922549,2.728853307405072,1.648319990276902,0.625,1.0,0.2415999513845095,1.0,8.75840004861549,2.2415999513845097,5.0,8.75840004861549,2.2415999513845097,3.140933304974298
9.0,37.0,3.0,3.0,1.0,1.0,3.0,1.0,1.42857142857143,1.42857142857143,0.75,0.0,0.0,3.0,4.0,4.0,4.0,4.0,4.0,3.14285714285714
0.0,62.0,1.0,1.0,1.0,1.0,1.0,1.0,3.75,1.75,0.666666666666667,1.0,1.0,1.0,7.0,3.0,8.0,7.0,3.0,2.5
7.455504771210427,38.54801272322781,3.0,3.0,1.0,1.0,3.637003180806952,1.0,4.0,1.33333333333333,0.6,3.0,0.0,1.0,4.0,2.0,2.818501590403476,4.0,2.0,3.1518349237368057
2.3968478206227015,22.530369513853397,1.438108692373621,1.438108692373621,0.4793695641245403,0.4793695641245403,1.9587391282490807,0.4793695641245403,1.2783188376654426,1.1597898547081784,0.2876217384747242,0.9587391282490808,0.0,0.4793695641245403,5.561891307626379,1.4793695641245403,1.4793695641245403,5.561891307626379,1.4793695641245403,2.1597898547081784
2.1943921987602617,20.62728666834646,1.3166353192561568,1.3166353192561568,0.4388784397520523,0.4388784397520523,3.0,0.4388784397520523,3.8356699171832256,1.1462928132506829,0.2633270638512314,1.4388784397520524,0.0,0.4388784397520523,3.4388784397520524,1.4388784397520524,1.4388784397520524,5.122243120495895,1.4388784397520524,2.1462928132506827
214.0,560.0,10.0,10.0,4.0,0.4,0.0,4.0,1.4,1.6,0.37037037037037,0.0,4.0,2.0,4.0,6.0,4.0,4.0,4.0,1.84
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.28571428571429,1.28571428571429,0.9,1.0,0.0,5.0,5.0,2.0,2.0,6.0,2.0,3.0
546.9481876828895,970.179392880484,12.5205151779879,12.5205151779879,1.70410303559758,0.8517677819794569,28.57666973138427,1.70410303559758,3.868771122081615,6.472125934580376,1.0492908552603466,0.0,7.46436062459153,4.35205151779879,11.16846366018911,113.80338543353258,21.18358785760968,12.87256669578669,16.23974241100605,4.768453496384665
48.86711381570602,255.37011109626312,6.586711381570602,6.586711381570602,1.4710962061431323,0.9057807587713737,8.173422763141204,1.4710962061431323,4.472464260180739,2.8044295394764625,1.059854477965256,1.057807587713735,1.4710962061431323,3.4710962061431325,7.471096206143132,17.71959756586458,7.942192412286265,8.413288618429398,5.471096206143132,3.6995904489228657
33.62857814135713,22.502815523585767,2.0971374869142925,2.0971374869142925,1.0,1.0,2.0,1.0,5.101720640484755,1.381714375218094,1.001934809504172,0.0,0.7257156282714269,5.354293769628561,4.645706230371439,2.725715628271427,2.725715628271427,5.645706230371439,2.725715628271427,2.8039965541033385
79.95356465845892,155.86640577487643,2.6702982868159357,2.6702982868159357,1.664850856592032,0.6675745717039839,5.324254282960161,1.664850856592032,3.778383047802658,2.0,0.750680928777988,2.005447430223904,1.3297017131840645,1.0,7.0,3.3297017131840643,3.994552569776096,7.0,3.3297017131840643,3.775659332690706
227.0,429.0,6.0,6.0,2.0,0.666666666666667,7.0,2.0,18.0,338.0,3.5,8.0,0.0,4.0,81.0,673.0,20.0,91.0,15.0,20.0
5.0,7.0,5.0,5.0,2.0,0.6,6.0,2.0,2.16666666666667,1.41666666666667,0.464285714285714,0.0,6.0,2.0,8.0,4.0,4.0,8.0,4.0,3.91666666666667
3.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,1.06779661016949,1.13559322033898,0.158730158730159,0.0,1.0,1.0,5.0,2.0,2.0,5.0,2.0,2.11864406779661
705.3082080226684,1188.2889532013608,14.89492015942582,14.89492015942582,1.3274955644125457,0.9272232079083234,21.052539920287092,1.9824866932376364,4.017744211498539,2.9413188429498924,0.9667822923546412,0.0,4.017513306762364,4.327495564412546,7.672504435587454,29.122593147336545,18.43257540498673,8.345008871174908,14.070053227049454,3.7780036596588062
472.56951851221714,1304.1714623177545,42.88427330472429,42.88427330472429,3.0,0.4943298991757098,95.24211456366284,3.1894713590842856,6.5475372111079295,14.221148954463509,0.9050497961392732,0.1894713590842857,50.28431748212286,4.0,15.568414077252855,801.1528492129,54.42092474963572,19.37894271816857,17.810528640915713,7.735823544396117
36.0,204.0,6.0,6.0,2.0,0.666666666666667,10.0,2.0,3.90196078431373,1.98039215686275,0.568965517241379,1.0,9.0,3.0,7.0,12.0,7.0,10.0,7.0,3.49019607843137
5.0,47.0,3.0,3.0,1.0,1.0,2.0,1.0,3.5242950737740664,1.33333333333333,0.6,2.5242950737740664,0.0,1.0,4.0,2.0,2.0,4.0,2.0,2.508098357924689
79.0,80.0,4.0,4.0,2.0,0.75,7.0,2.0,3.21052631578947,1.57894736842105,0.48,1.0,1.0,2.0,6.0,6.0,4.0,9.0,4.0,2.31578947368421
0.3190862805208766,2.99941103689624,0.1914517683125259,0.1914517683125259,0.0638172561041753,0.0638172561041753,2.936182743895825,0.0638172561041753,4.638319801817693,1.0212724187013915,0.0382903536625051,1.0638172561041754,0.0,0.0638172561041753,3.063817256104175,1.0638172561041754,1.0638172561041754,5.872365487791649,1.0638172561041754,2.0212724187013915
0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.2,1.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,3.0,1.0,1.4
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
7.058289095316346,42.19732544426186,3.0,3.0,1.0,1.0,3.3721927302108976,1.0,4.0,1.33333333333333,0.6,3.0,0.0,1.0,4.0,2.0,2.686096365105449,4.0,2.0,3.124064243403631
0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.4,1.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,3.0,1.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,4.0,1.0,2.28571428571429
1.6255324100838031,4.965959003120524,3.1787235457382295,3.1787235457382295,2.0,0.6785815697158822,5.8212764542617705,2.0,5.124305925327869,1.043363725101473,0.1187788991909853,0.9106382271308852,0.0,0.9106382271308852,3.9106382271308857,1.9106382271308853,1.9106382271308853,3.9106382271308857,1.9106382271308853,1.881995929292864
4.124034414829227,17.05815486673152,2.4793275975284623,2.4793275975284623,1.4793275975284623,0.8402241341571794,12.248068829658454,1.4793275975284623,4.097289544594389,2.016836073864769,0.3829347771183042,0.4793275975284622,0.5206724024715378,1.5206724024715377,5.5620172074146135,10.330758439544605,4.082689609886151,6.082689609886151,4.082689609886151,3.516366960030948
1.0,61.0,2.0,2.0,1.0,1.0,5.0,1.0,2.6,1.6,0.625,1.0,0.0,1.0,9.0,2.0,5.0,9.0,2.0,3.0
808.0,1354.0,51.0,51.0,3.0,0.470588235294118,77.0,3.0,4.53631284916201,42.1675977653631,1.04878048780488,0.0,59.0,6.0,13.0,2739.0,61.0,16.0,41.0,4.7877094972067
0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.28571428571429,1.28571428571429,0.444444444444444,1.0,0.0,1.0,4.0,2.0,2.0,5.0,2.0,2.42857142857143
5.225574712063919,46.47365900518419,3.0,3.0,1.0,1.0,3.0751915706879727,1.0,2.7669220942506336,1.33333333333333,0.6,2.0751915706879727,0.0,1.0,4.0,2.0,2.0751915706879727,4.0,2.0,2.408524904021303
99.71241299658266,125.66397687308148,7.2048436123501185,7.2048436123501185,2.0,0.7921712096198041,6.60242180617506,2.0,8.354549517477658,2.757330464308773,0.9631934665004808,0.6024218061750594,2.6024218061750592,4.0,9.807265418525178,13.192734581474822,7.7951563876498815,14.807265418525178,7.0,4.160963173571362
