OWN_LINE,CountLine,CountStmt,CountLineComment,CountStmtExe,CountSemicolon,CountPath_Mean,CountLineCodeExe,CountLineCode,MaxNesting_Mean,CountLineBlank,OWN_COMMIT,RatioCommentToCode,CountOutput_Mean,SumCyclomatic,CountLineCodeDecl,SumCyclomaticModified,CountPath_Max,CountStmtDecl,CountClassCoupled
0.06998271867064222,3.39403950712307,6.3302376374392955,1.2151925427746098,6.255309560818181,7.325578755400487,-0.06432817237400977,5.242835125109549,4.4292742474061555,1.2902614554385246,2.2502570814942042,1.9677676260026522,-0.6146089016504558,2.3526656084636803,2.829466927934572,4.685701714394667,2.9643527627495847,-0.0888751715870279,5.4804932087526295,0.6565998413232363
-0.5720863617670754,0.2821580646945755,0.18081817343788795,0.33937876878475864,-0.01409508365269578,0.0452410961799933,-0.06433782840459425,-0.18503265108089642,0.17328902579371694,-0.9155423367068765,0.4101051725062798,-0.6069374620448046,-0.3291160908561748,-0.6224166099289988,0.44588949244652637,0.399412421123896,0.48802301489473837,-0.08890357832202461,0.6316842357525699,1.6633838788282937
0.5681239687508085,0.23351682145602068,0.17744678118788718,0.5922287704805734,-0.00505484624177887,0.11162715386285495,-0.06433781544462634,-0.0649470808111963,0.0983529428849652,-0.5980710738356578,-0.10426799890373058,-0.6069374620448046,-0.18357073633360022,-0.31978747628440796,0.17715282079836442,0.548729876012427,0.20882897469541747,-0.08890379021956518,0.5983972176312881,0.4242650634374539
-1.3120512866558658,-0.05948876281432136,-0.15294965931218846,-0.005083552366061442,-0.1632590009328248,-0.15834281404744907,-0.06411918155311506,-0.10230703600621412,-0.10147661153837277,0.7025766969196813,0.004402389422327953,1.9677676260026522,-0.3179202943544383,0.8436804359354966,-0.12663646019521,-0.08367346233899824,-0.14319829338198717,-0.0886885272474751,-0.10063016291563123,0.8114896932470913
-2.3057941687040855,-0.014321894092806186,0.2718457641879088,-0.07837340793006571,0.2797126322021038,0.33733974998458455,-0.06433727461519692,0.19123546909749728,0.06953137253544531,0.7456445038983347,-0.20569369467471854,-0.6069374620448046,-0.4522698523752764,0.21207267387726939,0.03694238341671468,-0.013406424744395441,0.026745905000208164,-0.08890354092834099,0.21004867288299958,-0.2727392702198934
-1.9962085783811172,-0.11276250540892901,-0.04506510731216376,0.005909925968539198,-0.13613828870007408,-0.05655085893372789,-0.06433767740946535,-0.18503265108089642,-0.0899479833985648,-0.0249616138268585,-0.20569369467471854,1.9677676260026522,-0.3179202943544383,-0.13788836316448153,-0.044847038389247654,0.04807723315088201,-0.02180958025184765,-0.0889036905030755,0.18785732746881165,0.037040433627816505
-1.0392616004076625,-0.350178097406637,-0.3282620563122286,-0.3165654385130796,-0.31694303691841225,-0.357500987096034,-0.06433767899111824,-0.28910681198130317,-0.3282062982879293,-0.339664231963735,-0.3650769308862711,-0.6069374620448046,-0.31232239610357004,-0.48710033976735906,-0.2201100851163098,-0.4086585112140362,-0.20389264994705694,-0.08890384007781002,-0.30035227164332245,-0.8148537519533857
-1.124638067111072,0.7234036283586084,0.6966411876880061,0.7388084816085819,0.7724055710970754,0.6382898781468906,-0.06433617800252896,0.5141322247115798,0.6747843498753632,0.8447004599492388,0.4897967906120561,1.9677676260026522,-0.3962908698665939,0.9276608119966409,0.7379945703249633,0.35549552262726924,0.7550781837810453,-0.08890286784203566,0.39867510890359686,0.5791549153613089
0.7103525112939574,-0.47525558002006363,-0.46986053081226103,-0.5327705124268922,-0.4344661232603321,-0.47257015374632755,-0.06433767899111824,-0.4091923822510033,-0.4338853895695023,0.2288308201544947,-0.32160877555584766,-0.6069374620448046,-0.4242803611209351,-0.3994602684191467,-0.3836889287282345,-0.5228424473052657,-0.4223923335813081,-0.08890385254237122,-0.47788303495682577,-0.3501841961818209
-2.5370161858993803,0.5983261457451817,0.042591091187856304,1.6622606617150357,0.00398539116913804,0.023112410285706084,-0.06433734315348867,-0.00890714801866958,0.08874575276845857,0.11950484859329662,0.1782750107440216,-0.6069374620448046,0.2698590219867284,0.3250309880594077,0.06031078964698963,0.22374482713738902,0.08744026156527793,-0.08890346614097372,0.13237896393334186,1.5859389528663663
