CountLineCodeExe,RatioCommentToCode,CountLineCode,CountLineComment,CountStmtExe,CountStmt,CountSemicolon,CountLine,SumCyclomatic,CountPath_Mean,CountPath_Max,SumCyclomaticStrict,CountLineCodeDecl,OWN_LINE,CountInput_Max,MaxNesting_Mean,CountStmtDecl,CountInput_Mean,CountLineBlank,CountOutput_Mean
9,0.6226315789473684,36,22,9,27,19,69,6,1.0263157894736836,1,6,19,0.9991776315789468,3,0.0350877192982456,18,2.1578947368421084,9,1.7236842105263197
165,0.2599999999999998,264,69,100,184,133,364,48,3124.25,24969,55,89,0.5604395604395596,11,2.7000000000000015,84,3.125,34,11.875
247,0.1499999999999999,390,60,138,284,208,494,69,3976.0714285714303,55634,74,157,0.9149797570850202,8,1.5714285714285694,146,2.714285714285709,44,7.285714285714285
534,0.0943589743589744,815,76,489,662,476,1089,187,8.492369531129212,68,202,212,0.992555831265508,13,1.0109890109890127,171,4.522957662492545,167,6.902736367852644
124,0.4000000000000001,193,78,70,150,117,297,30,6.0,55,31,84,0.5791245791245786,7,1.6000000000000003,80,2.6666666666666714,34,5.75
323,0.1900000000000001,501,94,207,351,256,676,94,98.03571428571422,2538,110,155,0.3985185185185178,29,1.054054054054049,144,4.321428571428573,86,6.428571428571422
1963,0.03,2945,88,1493,1716,1212,3121,675,43.57352941176471,132,677,224,0.6372957385453379,44,2.2714285714285705,223,8.514705882352933,90,8.029411764705882
67,0.1900000000000001,183,35,51,122,76,271,42,1.4838709677419408,9,42,85,0.5129151291512919,15,0.617647058823529,71,3.290322580645158,53,1.7096774193548403
200,0.2400000000000001,285,67,109,241,203,402,31,3735.0,22401,32,133,0.6268656716417912,11,1.375,132,6.333333333333337,52,15.0
3,0.8300000000000024,24,20,3,14,9,50,6,0.9999999999999998,0,6,15,0.9000000000000036,1,0.0,10,1.2500000000000002,6,2.5000000000000004
491,0.1600000000000001,1016,167,1297,1812,1565,1395,268,68.18181818181817,512,270,311,1.0,9,0.916666666666667,303,6.0,156,12.909090909090889
208,1.8699999999999997,705,1317,208,441,231,2443,209,1.0,1,209,287,0.6897257470323374,0,0.0,233,0.0,421,0.4593301435406697
1170,0.1299999999999999,1403,188,1062,1295,0,1834,368,2.0547263681591987,12,368,233,1.0,0,0.7587719298245612,233,0.0,262,0.0
44,0.2599999999999998,97,25,27,67,54,138,13,2.5,9,13,53,1.0,8,2.0,40,3.0,16,5.5
4,2.5860714285714264,7,18,0,6,5,34,0,0.0,0,0,6,0.5069270951623884,0,0.0,6,0.0,8,0.0
233,0.2107339449541283,372,77,146,249,185,497,68,193.4600924050463,1961,77,115,0.8133601732166315,12,1.8407987048030223,102,4.873518937739121,50,7.78651521770789
0,2.327346938775508,9,21,0,7,6,35,0,0.9591836734693876,0,0,8,0.9847668797248628,0,0.0,7,0.9591836734693876,5,0.9591836734693876
3,2.370000000000001,19,44,3,13,10,73,2,1.0,0,2,11,1.0,2,1.0,10,2.3333333333333286,9,1.6666666666666703
135,0.2799999999999999,243,68,92,168,120,334,37,3.2,14,37,90,1.0,9,1.6111111111111092,76,4.5333333333333306,26,6.0666666666666655
100,0.7984269662921353,179,143,72,136,93,361,37,4.824505082932048,15,41,65,0.666006935073257,9,1.764330949948926,64,5.135366506153023,38,6.394863563402894
282,0.1843999999999998,484,92,189,320,230,638,85,39.71823529411763,763,92,154,0.7403373493975901,23,1.6511036789297633,130,5.431764705882353,64,6.627882352941188
0,3.25,181,589,0,94,93,846,67,1.0,1,67,180,0.3061465721040191,2,0.0,94,0.6417910447761191,76,0.7462686567164175
