CountDeclMethodPrivate,AvgLineCode,CountLine,MaxCyclomatic,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,SumCyclomaticStrict,AvgCyclomatic,AvgLine,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclFunction,CountLineComment,CountDeclClass,CountDeclMethod,SumCyclomaticModified,CountLineCodeDecl,CountDeclMethodProtected,CountDeclInstanceVariable,MaxCyclomaticStrict,CountDeclMethodPublic,CountLineCodeExe,SumCyclomatic,SumEssential,CountStmtDecl,CountLineCode,CountStmtExe,RatioCommentToCode,CountLineBlank,CountStmt,MaxCyclomaticModified,CountSemicolon,AvgLineBlank,CountDeclInstanceMethod,AvgCyclomaticStrict,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Max,CountInput_Mean,CountInput_Min,CountOutput_Max,CountOutput_Mean,CountOutput_Min,CountPath_Max,CountPath_Mean,CountPath_Min,MaxNesting_Max,MaxNesting_Mean,MaxNesting_Min,COMM,ADEV,DDEV,Added_lines,Del_lines,OWN_LINE,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_COMMIT,MAJOR_LINE
0.0,-0.625,-0.1830065359477124,-0.2,2.0,0.0,0.0,-0.22727272727272727,-0.5,-0.36363636363636365,0.0,1.0,0.0,-0.3,0.9583333333333334,1.0,-0.125,-0.2,-0.3902439024390244,0.0,1.0,-0.3333333333333333,-0.2857142857142857,-0.30522088353413657,-0.2,-0.15384615384615385,-0.3888888888888889,-0.3787528868360277,-0.32558139534883723,6.835294117647059,-0.3684210526315789,-0.379746835443038,-0.2,-0.36792452830188677,0.0,0.0,-0.5,0.6329113924050633,0.0,12.0,-0.16666666666666666,0.0,8.875,12.440354464894344,0.0,-0.4,-0.46043452262308193,0.0,-0.1111111111111111,-0.4118190212373023,-1.0,-0.3333333333333333,-0.5018943742824348,0.0,0.0,0.0,0.0,0.0,0.0,-0.8013811789584993,0.0,0.0,0.5,0.0,0.0
0.0,-0.25,0.2549019607843137,-0.2,0.0,0.0,3.0,0.13636363636363635,-0.5,-0.18181818181818182,0.0,0.6666666666666666,0.0,0.7,1.25,0.0,0.875,0.2,0.14634146341463414,0.0,0.75,-0.3333333333333333,1.1428571428571428,-0.0321285140562249,0.2,0.46153846153846156,0.1388888888888889,0.06466512702078522,0.0,0.5529411764705884,0.2631578947368421,0.0379746835443038,-0.2,0.02830188679245283,0.0,1.0,-0.5,0.4177215189873418,0.0,0.0,-0.16666666666666666,1.0,0.0,-0.33174278573051447,0.0,0.1,-0.3325360441166692,0.0,-0.1111111111111111,-0.19575253924284258,0.0,-0.3333333333333333,-0.5018943742824348,0.0,0.0,0.0,0.0,0.0,0.0,-0.7562478181821859,0.0,0.0,0.0,0.0,0.0
0.0,-0.5,-0.39869281045751637,-0.2,0.0,0.0,0.0,-0.36363636363636365,-0.5,-0.2727272727272727,0.0,1.0,0.0,-0.4,-0.2916666666666667,0.0,-0.5,-0.35,-0.4634146341463415,0.0,-0.25,-0.3333333333333333,-0.42857142857142855,-0.30522088353413657,-0.35,-0.38461538461538464,-0.4166666666666667,-0.4064665127020785,-0.32558139534883723,4.2705882352941185,-0.3684210526315789,-0.3924050632911392,-0.2,-0.3867924528301887,0.0,-0.375,-0.5,-0.6329113924050633,0.0,1.0,-0.3333333333333333,0.0,-0.375,-0.1990456714383095,2.0,-0.4,-0.46043452262308193,0.0,-0.1111111111111111,-0.19575253924284258,0.0,-0.3333333333333333,-0.5018943742824348,0.0,0.0,0.0,0.0,0.0,0.0,0.3341263547449104,0.0,0.0,-0.5,0.0,0.0
0.0,1.25,0.1568627450980392,1.0,0.0,2.0,4.0,0.045454545454545456,0.5,1.4545454545454546,3.0,2.0,2.0,-0.2,0.4583333333333333,0.0,-0.25,0.05,-0.0975609756097561,0.0,-0.25,0.8333333333333334,-0.14285714285714285,0.2891566265060241,0.05,0.23076923076923078,0.0,0.11085450346420324,0.20930232558139536,0.08235294117647067,0.21052631578947367,0.08860759493670886,1.0,0.16037735849056603,2.0,-0.5,0.5,-0.21518987341772153,-1.0,0.0,0.6666666666666666,0.0,1.25,2.8529879572824375,4.0,0.5,0.6650720882333414,1.0,0.5555555555555556,0.6685133887349963,0.0,0.3333333333333333,0.6553960964408738,0.0,0.0,0.0,0.0,0.0,0.0,-0.033124595513505085,0.0,0.0,0.0,0.0,0.0
0.0,-0.25,-0.26143790849673204,0.0,1.0,0.0,0.0,-0.13636363636363635,-0.5,-0.36363636363636365,0.0,0.0,0.0,0.0,-0.3333333333333333,0.0,0.0,-0.1,-0.21951219512195122,0.0,-0.25,-0.16666666666666666,0.0,-0.2248995983935743,-0.1,-0.07692307692307693,-0.3055555555555556,-0.22170900692840648,-0.20930232558139536,0.2705882352941178,-0.2631578947368421,-0.27848101265822783,0.0,-0.3113207547169811,0.0,0.125,-0.5,-0.6329113924050633,1.0,0.0,-0.16666666666666666,1.0,-0.5,-0.5971370143149285,1.0,-0.3,-0.15347817420769397,1.0,-0.1111111111111111,-0.19575253924284258,0.0,-0.3333333333333333,-0.5018943742824348,0.0,0.0,0.0,0.0,0.0,0.0,0.0449785477541228,0.0,0.0,0.0,0.0,0.0
0.0,0.375,-0.12418300653594772,0.2,0.0,0.0,0.0,-0.18181818181818182,0.0,0.09090909090909091,0.0,0.0,1.0,-0.2,-0.2916666666666667,0.0,-0.25,-0.15,0.04878048780487805,0.0,0.25,0.0,-0.14285714285714285,-0.0321285140562249,-0.15,-0.23076923076923078,0.0,-0.046189376443418015,-0.06976744186046512,-0.10588235294117646,-0.21052631578947367,-0.06329113924050633,0.2,0.009433962264150943,0.0,-0.125,0.0,0.0,0.0,0.0,1.1666666666666667,0.0,-0.125,0.1990456714383095,2.0,0.4,0.8697096538435982,0.0,0.1111111111111111,0.09233610341643853,0.0,0.0,0.07675086107921954,0.0,0.0,0.0,0.0,0.0,0.0,0.3341263547449104,0.0,0.0,-0.5,0.0,0.0
0.0,1.0,-0.058823529411764705,1.0,0.0,0.0,0.0,0.045454545454545456,0.5,0.9090909090909091,0.0,0.6666666666666666,2.0,-0.2,0.0,0.0,-0.25,0.05,-0.21951219512195122,0.0,-0.25,0.8333333333333334,-0.14285714285714285,0.14457831325301204,0.05,-0.23076923076923078,-0.1111111111111111,-0.02771362586605081,0.16279069767441862,0.04705882352941181,-0.15789473684210525,0.012658227848101266,1.0,0.04716981132075472,1.0,-0.125,0.5,-0.6329113924050633,2.0,0.0,0.0,0.0,0.0,0.4644399000227235,3.0,0.0,0.35811573981795364,2.0,1.2222222222222223,1.5327793167128352,0.0,1.0,1.8126865671641825,0.0,0.0,0.0,0.0,0.0,0.0,-0.873559264815009,0.0,0.0,0.0,0.0,0.0
0.0,-0.5,-0.39869281045751637,-0.2,1.0,0.0,0.0,-0.36363636363636365,-0.5,-0.2727272727272727,0.0,1.0,0.0,-0.4,-0.20833333333333334,0.0,-0.5,-0.35,-0.4634146341463415,0.0,-0.25,-0.3333333333333333,-0.5714285714285714,-0.30522088353413657,-0.35,-0.38461538461538464,-0.4166666666666667,-0.4064665127020785,-0.32558139534883723,4.741176470588235,-0.47368421052631576,-0.3924050632911392,-0.2,-0.3867924528301887,0.0,-0.375,-0.5,-0.6329113924050633,2.0,2.0,-0.3333333333333333,0.0,3.25,11.345603271983641,31.0,-0.4,-0.46043452262308193,0.0,-0.1111111111111111,-0.19575253924284258,0.0,-0.3333333333333333,-0.5018943742824348,0.0,0.0,0.0,0.0,0.0,0.0,0.25328933343565774,0.0,0.0,-0.5,0.0,1.0
0.0,-0.5,0.6405228758169934,-0.2,0.0,0.0,0.0,-0.36363636363636365,-0.5,-0.5454545454545454,0.0,0.3333333333333333,0.0,-0.4,2.8333333333333335,3.0,-0.625,-0.35,1.1219512195121952,0.0,-0.25,-0.3333333333333333,-0.5714285714285714,-0.2248995983935743,-0.35,-0.38461538461538464,1.25,0.2956120092378753,-0.3023255813953488,0.7294117647058824,0.7368421052631579,0.379746835443038,-0.2,0.7452830188679245,0.0,-0.5,-0.5,0.22784810126582278,-1.0,3.0,1.3333333333333333,0.0,-0.125,0.5971370143149285,4.0,-0.4,-0.46043452262308193,0.0,-0.1111111111111111,-0.19575253924284258,0.0,0.3333333333333333,0.4625143513203225,0.0,0.0,0.0,0.0,0.0,0.0,0.3341263547449104,0.0,0.0,-0.5,0.0,0.0
0.0,-0.5,-0.37254901960784315,-0.2,1.0,0.0,0.0,-0.36363636363636365,-0.5,0.36363636363636365,0.0,3.3333333333333335,0.0,-0.4,0.08333333333333333,0.0,-0.5,-0.35,-0.4878048780487805,0.0,-0.25,-0.3333333333333333,-0.5714285714285714,-0.30522088353413657,-0.35,-0.38461538461538464,-0.4444444444444444,-0.41570438799076215,-0.32558139534883723,8.15294117647059,-0.5789473684210527,-0.4050632911392405,-0.2,-0.4056603773584906,0.0,-0.375,-0.5,-0.6329113924050633,-2.0,3.0,-0.16666666666666666,-1.0,-0.5,-0.5971370143149285,1.0,-0.5,-0.7673908710384698,-1.0,-0.1111111111111111,-0.19575253924284258,0.0,-0.3333333333333333,-0.5018943742824348,0.0,0.0,0.0,0.0,0.0,0.0,-0.23866168196065288,0.0,0.0,0.0,0.0,0.0
