OWN_COMMIT,MAJOR_COMMIT,DDEV,CountStmtDecl,COMM,Added_lines,Del_lines,CountLine,ADEV,SumCyclomaticModified,CountLineCode,CountStmt,SumCyclomaticStrict,CountLineCodeDecl,SumCyclomatic,OWN_LINE,CountOutput_Mean,CountClassCoupled,CountLineBlank,CountStmtExe
0.0,0.0,0.0,0.08333333333333333,0.0,0.0975609756097561,0.2857142857142857,0.3979591836734694,0.0,0.0,0.14184397163120568,0.18181818181818182,0.0,0.08695652173913043,0.0,0.5275109995533607,0.6210095076138193,1.0,0.5882352941176471,0.3
0.0,0.0,0.0,0.2916666666666667,0.0,-0.2926829268292683,-0.3142857142857143,0.45918367346938777,0.0,0.8571428571428571,0.8226950354609929,0.8363636363636363,2.0714285714285716,0.30434782608695654,0.8571428571428571,0.6224092127799196,3.2497487825616447,0.0,0.6470588235294118,1.3333333333333333
-0.5,1.0,1.0,3.0416666666666665,6.0,5.2682926829268295,5.371428571428571,3.7551020408163267,6.0,4.142857142857143,3.8865248226950353,3.581818181818182,5.0,3.0434782608695654,4.142857142857143,-0.6993799047716969,0.5674164540980663,6.25,1.8823529411764706,4.166666666666667
0.0,0.0,0.0,0.08333333333333333,0.0,0.04878048780487805,0.22857142857142856,0.3469387755102041,0.0,0.0,0.07092198581560284,0.09090909090909091,0.0,0.08695652173913043,0.0,0.6404210549503991,0.4280745149570987,0.75,0.5882352941176471,0.13333333333333333
-0.25,1.0,1.0,0.375,2.0,0.1951219512195122,0.45714285714285713,0.08163265306122448,2.0,-0.07142857142857142,0.2695035460992908,0.34545454545454546,-0.07142857142857142,0.391304347826087,-0.07142857142857142,-0.5836847236259111,0.6499497565123289,1.25,0.35294117647058826,0.36666666666666664
0.0,0.0,0.0,-0.20833333333333334,0.0,-0.3170731707317073,-0.3142857142857143,-0.3673469387755102,0.0,0.0,-0.1702127659574468,-0.21818181818181817,0.0,-0.21739130434782608,0.0,-0.12889830555145798,-0.15073046301306275,-0.25,-0.17647058823529413,-0.2
0.0,0.0,0.0,-0.625,0.0,-0.21951219512195122,-0.22857142857142856,-0.6428571428571429,0.0,-0.35714285714285715,-0.5106382978723404,-0.5272727272727272,-0.35714285714285715,-0.6521739130434783,-0.35714285714285715,-0.06879523051224995,-0.9707041818041275,-0.25,-0.47058823529411764,-0.43333333333333335
-0.33333333333333304,1.0,1.0,-0.08333333333333333,1.0,1.024390243902439,-0.3142857142857143,-0.41836734693877553,1.0,0.07142857142857142,-0.3262411347517731,-0.2909090909090909,0.07142857142857142,-0.08695652173913043,0.07142857142857142,0.45363158058986636,-0.6330679446548658,-0.25,-0.29411764705882354,-0.43333333333333335
0.0,0.0,0.0,0.6666666666666666,-1.0,1.4634146341463414,1.7428571428571429,1.489795918367347,-1.0,1.3571428571428572,1.4326241134751774,1.018181818181818,1.5714285714285714,0.6956521739130435,1.3571428571428572,0.6404210549503991,2.40565818968849,0.5,1.2941176470588236,1.3666666666666667
0.0,0.0,0.0,-0.4583333333333333,0.0,-0.1951219512195122,-0.14285714285714285,-0.46938775510204084,0.0,-0.35714285714285715,-0.36879432624113473,-0.38181818181818183,-0.35714285714285715,-0.4782608695652174,-0.35714285714285715,-0.5432142876811427,1.055113241091443,0.0,-0.29411764705882354,-0.3
