DDEV,Del_lines,MAJOR_COMMIT,COMM,ADEV,CountLineCodeDecl,CountStmtDecl,CountLine,CountSemicolon,CountLineCodeExe,CountLineCode,SumCyclomaticModified,CountStmt,CountStmtExe,CountDeclClassMethod,Added_lines,SumEssential,CountDeclMethodPublic,SumCyclomatic,OWN_COMMIT
1.0,27.0,1.0,2.0,2.0,5.0,4.0,27.0,8.0,12.0,22.0,6.0,12.0,8.0,1.0,54.0,4.0,4.0,8.0,1.0
3.299519526492811,135.9251201183768,3.299519526492811,9.82367869785523,9.82367869785523,100.6956757384353,98.29471479142092,510.1135887542043,195.56767277901537,252.8502402367536,382.6207958568121,99.2246396448696,295.26815325252255,196.97343846110164,9.850240236753594,225.68352840475265,72.10144142052157,31.224639644869608,99.2246396448696,0.4336284615433147
2.0,53.0,2.0,9.0,9.0,17.0,17.0,82.0,28.0,36.0,63.0,18.0,47.0,30.0,7.0,135.0,7.0,7.0,18.0,0.777777777777778
1.992590945702924,294.2277097461183,1.595554567421754,21.47700969866854,21.47700969866854,279.99084233871713,228.1494850327167,1122.276075912226,475.3774171089402,630.9535747371265,894.4392974368673,198.68576716576183,666.291338681031,438.1418536483143,23.977772837108773,321.22618346923787,120.82065641998967,62.44737348148023,198.68576716576183,0.8894614628649016
5.4469103108287005,245.78706449421935,5.4469103108287005,15.858427495543202,15.858427495543202,179.55729754902478,165.9202212789692,598.0,259.7654484458565,266.530896891713,462.1103872381961,95.7876412433148,355.7654484458565,189.8452271668873,25.083986580884293,286.31796138593234,53.7522481172006,36.5884828152855,95.7876412433148,0.4035393126114199
2.2851475926932037,13.071248090678957,2.0950491975644012,4.805934753723623,4.805934753723623,349.38622468196763,264.9861936359722,2183.65993741115,950.109166021547,1385.2835522420628,1760.6202688996746,376.1050439404221,1208.9052612623905,943.9190676264182,57.01190055344272,33.972232041966976,263.6139305480097,57.24754012177994,638.5407766467457,0.6421842975970484
6.867490631752325,471.08996120488007,4.0,22.132509368247675,22.132509368247675,105.63782788866862,96.9629215711454,526.4452435744396,196.300374729907,240.7950562094861,380.97528104743026,102.14486884453255,288.902846625164,191.9399250540186,3.3250936824767514,423.57775294268725,55.337453158761626,23.5300374729907,102.4098875810279,0.3557800769813635
7.0,135.0,7.0,20.0,20.0,134.0,139.0,598.0,252.0,251.0,415.0,102.0,348.0,209.0,8.0,160.0,61.0,34.0,102.0,0.3
1.0,7.0,1.0,1.0,1.0,14.0,14.0,68.0,14.0,4.0,22.0,3.0,18.0,4.0,0.0,1.0,3.0,3.0,3.0,1.0
5.0,111.0,5.0,17.0,17.0,144.0,113.0,721.0,188.0,246.0,465.0,127.0,313.0,200.0,7.0,126.0,102.0,56.0,127.0,0.470588235294118
1.0,0.0,1.0,1.0,1.0,10.0,10.0,44.0,9.0,0.0,11.0,6.0,10.0,0.0,0.0,1.0,6.0,0.0,6.0,1.0
0.0,0.0,0.0,0.0,0.0,17.0,17.0,100.0,19.0,9.0,33.0,6.0,26.0,9.0,0.0,0.0,6.0,6.0,6.0,0.0
2.8561024974487492,35.7066753316626,2.8561024974487492,17.273229969384992,17.273229969384992,23.877950051025017,17.02913007143502,76.50451768624131,21.165745056127516,15.27322996938499,47.13661498469249,11.877950051025016,29.87066753316626,12.84153746173124,0.0,255.32420759439628,11.877950051025016,11.877950051025016,11.877950051025016,0.6189790044691452
2.0,5944.0,2.0,2.0,2.0,16.0,15.0,3729.0,21.0,3684.0,3710.0,11.0,33.0,18.0,11.0,5928.0,11.0,2.0,11.0,0.5
0.0,0.0,0.0,0.0,0.0,7.0,7.0,45.0,6.0,0.0,8.0,2.0,7.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0
0.0,0.0,0.0,0.0,0.0,3.0,3.0,32.0,2.0,0.0,4.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,4.0,4.0,37.0,3.0,0.0,5.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
