CountDeclMethodPrivate,AvgLineCode,CountLine,MaxCyclomatic,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,SumCyclomaticStrict,AvgCyclomatic,AvgLine,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclFunction,CountLineComment,CountDeclClass,CountDeclMethod,SumCyclomaticModified,CountLineCodeDecl,CountDeclMethodProtected,CountDeclInstanceVariable,MaxCyclomaticStrict,CountDeclMethodPublic,CountLineCodeExe,SumCyclomatic,SumEssential,CountStmtDecl,CountLineCode,CountStmtExe,RatioCommentToCode,CountLineBlank,CountStmt,MaxCyclomaticModified,CountSemicolon,AvgLineBlank,CountDeclInstanceMethod,AvgCyclomaticStrict,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Max,CountInput_Mean,CountInput_Min,CountOutput_Max,CountOutput_Mean,CountOutput_Min,CountPath_Max,CountPath_Mean,CountPath_Min,MaxNesting_Max,MaxNesting_Mean,MaxNesting_Min,COMM,ADEV,DDEV,Added_lines,Del_lines,OWN_LINE,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_COMMIT,MAJOR_LINE
0.0,0.4,0.35764705882352943,0.6666666666666666,0.0,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.7777777777777778,-0.21739130434782608,1.0,0.7777777777777778,0.5882352941176471,0.6292134831460674,1.0,0.0,0.5,1.1428571428571428,0.5060240963855421,0.5882352941176471,0.975609756097561,0.6,0.5791245791245792,0.4375,-0.4371859296482413,0.23529411764705882,0.5248868778280543,0.6666666666666666,0.4585987261146497,0.0,0.8888888888888888,0.0,0.7945205479452054,1.0,1.0,0.75,1.0,0.2857142857142857,-0.044836323097191634,-1.0,0.2857142857142857,0.4114490161001768,1.0,0.5,0.17350427350427,0.0,1.0,0.4716435185185187,0.0,0.0,0.0,0.0,0.0,0.0,-0.411359445412515,0.0,0.0,0.0,0.0,1.0
0.0,-0.2,-0.05647058823529412,-0.3333333333333333,0.0,0.0,0.0,0.05555555555555555,0.0,-0.42857142857142855,0.0,0.0,0.0,0.3333333333333333,-0.13043478260869565,0.0,0.3333333333333333,0.058823529411764705,0.0449438202247191,0.0,0.5,-0.25,0.7142857142857143,-0.12048192771084337,0.058823529411764705,0.2926829268292683,0.04,0.0,0.0,-0.11557788944723618,0.058823529411764705,0.01809954751131222,-0.3333333333333333,-0.025477707006369428,0.0,0.4444444444444444,0.0,0.0,0.5,0.0,0.75,0.0,-0.14285714285714285,-0.0485726833552916,0.0,-0.14285714285714285,-0.18087855297157684,0.0,-0.25,-0.21111111111110992,0.0,-0.5,-0.46585648148148123,0.0,0.0,0.0,0.0,0.0,0.0,-0.398820761505848,0.0,0.0,1.0,0.0,0.0
0.0,-0.2,-0.1411764705882353,-0.3333333333333333,0.0,0.0,0.0,-0.05555555555555555,0.0,-0.42857142857142855,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.1111111111111111,-0.058823529411764705,-0.0449438202247191,0.0,0.5,-0.25,0.42857142857142855,-0.21686746987951808,-0.058823529411764705,0.0975609756097561,-0.04,-0.09427609427609428,-0.09375,0.10552763819095477,-0.23529411764705882,-0.07239819004524888,-0.3333333333333333,-0.10191082802547771,0.0,0.2222222222222222,0.0,0.3287671232876712,0.5,0.0,0.5,0.0,-0.14285714285714285,0.22898550724638,0.0,-0.2857142857142857,-0.49833887043189307,0.0,-0.25,-0.21111111111110992,0.0,0.5,-0.21585648148148123,0.0,0.0,0.0,0.0,0.0,0.0,-0.3884315662688942,0.0,0.0,0.5,0.0,0.0
0.0,-0.2,-0.32941176470588235,0.0,0.0,0.0,0.0,-0.2222222222222222,0.0,-0.42857142857142855,0.0,0.0,0.0,-0.3333333333333333,-0.13043478260869565,0.0,-0.3333333333333333,-0.23529411764705882,-0.3146067415730337,0.0,0.0,0.0,-0.14285714285714285,-0.3132530120481928,-0.23529411764705882,-0.2926829268292683,-0.28,-0.26936026936026936,-0.21875,0.507537688442211,-0.47058823529411764,-0.25339366515837103,0.0,-0.2802547770700637,0.0,-0.2222222222222222,0.0,-0.4520547945205479,0.0,0.0,-0.25,0.0,-0.14285714285714285,0.0,0.0,-0.42857142857142855,-0.5426356589147303,0.0,0.0,0.12222222222222001,0.0,0.0,0.2841435185185187,0.0,0.0,0.0,0.0,0.0,0.0,0.15760520665005973,0.0,0.0,0.0,0.0,0.0
0.0,-0.2,-0.23529411764705882,-0.3333333333333333,0.0,0.0,0.0,-0.3333333333333333,0.0,0.2857142857142857,0.0,4.0,0.0,-0.4444444444444444,0.34782608695652173,0.0,-0.4444444444444444,-0.35294117647058826,-0.3146067415730337,0.0,0.0,-0.25,-0.2857142857142857,-0.3373493975903614,-0.35294117647058826,-0.3902439024390244,-0.28,-0.30976430976430974,-0.25,1.4723618090452262,-0.29411764705882354,-0.27149321266968324,-0.3333333333333333,-0.25477707006369427,0.0,-0.3333333333333333,0.0,-0.4520547945205479,0.0,0.0,-0.25,0.0,-0.2857142857142857,-0.145718050065875,0.0,-0.2857142857142857,-0.23255813953488372,0.0,-0.25,-0.21111111111110992,0.0,-0.5,-0.46585648148148123,0.0,0.0,0.0,0.0,0.0,0.0,-1.2289762677039273,0.0,0.0,1.0,0.0,0.0
1.0,0.8,2.0894117647058823,2.3333333333333335,0.0,1.0,1.0,2.2777777777777777,2.0,1.7142857142857142,1.0,9.0,2.0,0.7777777777777778,5.521739130434782,0.0,0.7777777777777778,1.7647058823529411,0.8539325842696629,0.0,1.0,3.75,1.1428571428571428,1.3975903614457832,1.7647058823529411,2.4390243902439024,0.72,1.1178451178451179,1.625,0.5879396984924623,0.9411764705882353,1.2669683257918551,2.3333333333333335,1.070063694267516,0.0,0.7777777777777778,3.0,0.2328767123287671,-0.5,0.0,-0.5,1.0,0.7142857142857143,1.3338806121414888,0.0,0.42857142857142855,0.33989266547406044,0.0,2.0,1.9427350427350403,0.0,0.5,0.4508101851851849,0.0,0.5,0.5,1.0,0.10714285714285714,0.75,-0.4251561633855653,1.1428571428571428,0.0,0.5,1.0,1.0
0.0,-0.4,-0.27294117647058824,-0.3333333333333333,0.0,0.0,1.0,-0.16666666666666666,0.0,-0.5714285714285714,0.0,0.0,0.0,-0.1111111111111111,-0.08695652173913043,1.0,-0.1111111111111111,-0.17647058823529413,-0.1797752808988764,0.0,-0.5,-0.25,0.14285714285714285,-0.3132530120481928,-0.17647058823529413,-0.0975609756097561,-0.16,-0.24242424242424243,-0.28125,0.4371859296482413,-0.29411764705882354,-0.23529411764705882,-0.3333333333333333,-0.25477707006369427,0.0,0.0,0.0,0.9178082191780822,0.5,10.0,0.0,1.0,-0.5714285714285714,-0.8451646903820822,-1.0,-0.5714285714285714,-0.8837209302325582,-1.0,-0.25,-0.21111111111110992,0.0,-0.5,-0.46585648148148123,0.0,1.5,1.5,2.0,0.5714285714285714,2.25,-0.9880365485159264,0.7619047619047622,0.0,1.0,2.0,0.0
1.0,0.8,0.5835294117647059,0.3333333333333333,0.0,0.0,0.0,0.8888888888888888,1.0,0.2857142857142857,0.0,0.0,1.0,0.5555555555555556,0.0,2.0,0.5555555555555556,0.8823529411764706,0.9438202247191011,0.0,1.5,0.5,0.8571428571428571,0.891566265060241,0.8823529411764706,0.6829268292682927,1.04,0.8484848484848485,0.90625,-0.42713567839195987,0.23529411764705882,0.995475113122172,0.3333333333333333,0.9936305732484076,0.0,0.6666666666666666,1.0,0.5753424657534246,0.5,0.0,2.0,1.0,0.14285714285714285,0.2516948137501522,0.0,1.1428571428571428,1.0782241014799163,0.0,0.25,0.87979797979798,0.0,2.0,1.4091435185185186,0.0,2.0,2.0,2.0,10.107142857142858,70.75,0.40114727173957687,0.8571428571428571,0.0,-0.5,2.0,0.0
2.0,0.8,0.5176470588235295,0.6666666666666666,0.0,0.0,1.0,0.3888888888888889,1.0,0.5714285714285714,2.0,1.0,1.0,0.1111111111111111,1.173913043478261,0.0,0.1111111111111111,0.4117647058823529,0.5393258426966292,1.0,-0.5,0.5,0.0,0.5301204819277109,0.4117647058823529,0.0975609756097561,0.56,0.4175084175084175,0.40625,0.07537688442211052,0.058823529411764705,0.48868778280542985,0.6666666666666666,0.43312101910828027,0.0,0.0,1.0,0.5205479452054794,0.0,0.0,1.25,0.0,-0.14285714285714285,0.10408432147562685,1.0,0.42857142857142855,1.0299003322259117,2.0,0.75,1.0746031746031801,0.0,0.5,1.0619212962962938,0.0,3.0,3.0,1.0,2.25,12.0,-0.48466832214804145,1.1428571428571428,0.0,0.0,1.0,1.0
0.0,0.6,-0.17882352941176471,0.0,0.0,0.0,1.0,0.16666666666666666,0.0,0.14285714285714285,0.0,0.0,0.0,0.1111111111111111,-0.7391304347826086,1.0,0.1111111111111111,0.058823529411764705,0.0449438202247191,0.0,-0.5,0.5,0.42857142857142855,0.14457831325301204,0.058823529411764705,0.0975609756097561,0.16,0.08080808080808081,0.0,-0.5075376884422111,-0.23529411764705882,0.07239819004524888,0.0,0.050955414012738856,0.0,0.2222222222222222,1.0,0.5753424657534246,2.0,0.0,0.75,1.0,0.0,0.10408432147562685,-1.0,0.0,0.03322259136212551,0.0,0.0,0.07460317460318011,0.0,0.0,-0.09085648148148127,0.0,1.0,1.0,1.0,2.142857142857143,0.25,0.40114727173957687,1.1428571428571428,0.0,-0.5,1.0,0.0
