CountDeclMethodPrivate,AvgLineCode,CountLine,MaxCyclomatic,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,SumCyclomaticStrict,AvgCyclomatic,AvgLine,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclFunction,CountLineComment,CountDeclClass,CountDeclMethod,SumCyclomaticModified,CountLineCodeDecl,CountDeclMethodProtected,CountDeclInstanceVariable,MaxCyclomaticStrict,CountDeclMethodPublic,CountLineCodeExe,SumCyclomatic,SumEssential,CountStmtDecl,CountLineCode,CountStmtExe,RatioCommentToCode,CountLineBlank,CountStmt,MaxCyclomaticModified,CountSemicolon,AvgLineBlank,CountDeclInstanceMethod,AvgCyclomaticStrict,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Max,CountInput_Mean,CountInput_Min,CountOutput_Max,CountOutput_Mean,CountOutput_Min,CountPath_Max,CountPath_Mean,CountPath_Min,MaxNesting_Max,MaxNesting_Mean,MaxNesting_Min,COMM,ADEV,DDEV,Added_lines,Del_lines,OWN_LINE,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_COMMIT,MAJOR_LINE
1.0,0.4,0.1455767077267637,0.16666666666666666,0.0,0.0,1.0,0.049689440993788817,1.0,0.42857142857142855,2.0,1.0,1.0,0.0,0.8807339449541285,0.0,0.0,0.07894736842105263,0.17391304347826086,1.0,-0.25,0.0,-0.1,0.1162227602905569,0.0784313725490196,-0.09090909090909091,0.1875,0.07976366322008863,0.05333333333333334,0.41333333333333333,-0.06,0.10256410256410256,0.16666666666666666,0.0625,0.0,-0.14285714285714285,0.0,0.1686746987951807,0.0,0.0,0.6,0.0,-0.2222222222222222,-0.2829177640145169,1.0,0.1,0.5706281446334538,2.0,0.18181818181818182,0.38642008128623084,0.0,0.3333333333333333,0.7251289662102999,0.0,0.8,0.8,0.0,0.21379310344827587,0.9347826086956522,-0.37824846942907253,0.3990310039013798,0.0,0.0,0.0,0.5
0.5,-0.6,-0.08286674132138858,0.0,0.0,0.0,0.0,0.024844720496894408,0.0,-0.42857142857142855,0.0,0.0,0.0,0.17647058823529413,-0.11009174311926606,0.0,0.17647058823529413,0.05263157894736842,-0.021739130434782608,0.0,0.5,-0.14285714285714285,0.4,-0.08716707021791767,0.05228758169934641,0.045454545454545456,0.0,-0.056129985228951254,-0.06666666666666667,0.12000000000000004,-0.1,-0.05128205128205128,0.0,-0.1,0.0,0.21428571428571427,-1.0,0.1927710843373494,0.0,6.0,-0.4,0.0,0.7777777777777778,1.4668740645050986,-1.0,0.1,-0.5096299636553938,0.0,0.0,-0.11270585704181674,0.0,2.0,0.6421088341218195,0.0,-0.2,-0.2,0.0,-0.12413793103448276,0.6521739130434783,-0.5604930348493168,0.3990310039013798,0.0,1.0,0.0,0.5
2.5,1.0,0.15453527435610304,0.6666666666666666,0.0,1.0,0.0,0.4720496894409938,3.0,0.7142857142857143,0.0,0.0,3.0,0.058823529411764705,-0.14678899082568808,0.0,0.058823529411764705,0.5,0.17391304347826086,1.0,0.0,0.5714285714285714,-0.3,0.3583535108958838,0.49673202614379086,0.3181818181818182,0.2916666666666667,0.26292466765140327,0.5066666666666667,-0.26666666666666666,-0.1,0.4358974358974359,0.6666666666666666,0.375,0.0,0.07142857142857142,2.0,0.21686746987951808,0.5,0.0,-0.2,0.0,-0.2222222222222222,-0.1441749417904796,0.0,0.2,0.32712734153555917,0.0,0.36363636363636365,1.2820291238506643,0.0,0.6666666666666666,1.7908999118961424,0.0,0.2,0.2,0.5,1.6551724137931034,5.782608695652174,0.43002370172561843,0.06569767056804676,0.0,-0.5,0.5,0.0
0.0,0.6,-0.18141097424412095,-0.16666666666666666,0.0,0.0,3.0,-0.024844720496894408,1.0,0.2857142857142857,0.0,0.0,1.0,-0.11764705882352941,-0.7339449541284404,1.0,-0.11764705882352941,-0.10526315789473684,0.0,0.0,-0.25,0.14285714285714285,0.0,0.0,-0.10457516339869281,-0.18181818181818182,0.0,-0.050221565731166914,-0.09333333333333334,-0.37333333333333335,-0.34,-0.06837606837606838,-0.16666666666666666,-0.075,0.0,-0.14285714285714285,0.0,0.3132530120481928,2.0,0.0,0.2,1.0,-0.1111111111111111,-0.2698596160404892,0.0,-0.1,-0.13773782801497028,0.0,-0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,-0.08695652173913043,0.43002370172561843,0.3990310039013798,0.0,-0.5,0.0,0.0
0.0,-0.6,-0.1948488241881299,-0.3333333333333333,0.0,0.0,0.0,-0.2236024844720497,0.0,-0.14285714285714285,0.0,3.0,0.0,-0.17647058823529413,0.25688073394495414,0.0,-0.17647058823529413,-0.21052631578947367,-0.2826086956521739,0.0,0.0,-0.42857142857142855,-0.1,-0.21307506053268765,-0.20915032679738563,-0.22727272727272727,-0.2916666666666667,-0.2274741506646972,-0.2,2.0933333333333333,-0.34,-0.2564102564102564,-0.3333333333333333,-0.3,0.0,-0.21428571428571427,-1.0,-0.3855421686746988,1.0,0.0,-0.2,0.0,0.2222222222222222,0.7127660190050407,0.0,-0.4,-0.5509513120598853,0.0,-0.18181818181818182,-0.33811757112544993,0.0,-0.3333333333333333,-0.7588558948712467,0.0,-0.4,-0.4,-0.5,-0.2206896551724138,-0.10869565217391304,-0.3662740668934472,-0.6009689960986202,0.0,0.5,-0.5,0.5
29.5,1.8,20.270996640537515,6.833333333333333,2.0,0.0,58.0,19.403726708074533,2.0,1.7142857142857142,12.0,1.0,2.0,12.588235294117647,16.990825688073393,25.0,12.588235294117647,16.18421052631579,18.543478260869566,50.0,8.25,5.714285714285714,10.5,26.033898305084747,17.77777777777778,13.636363636363637,18.458333333333332,20.576070901033972,24.48,-0.38666666666666666,24.78,23.256410256410255,2.5,26.675,1.0,14.428571428571429,2.0,0.4819277108433735,1.0,0.0,18.4,1.0,5.333333333333333,1.3419649024368066,-1.0,3.8,1.760052607756923,-1.0,35.18181818181818,4.384308837052028,0.0,1.0,0.29864651346545856,0.0,9.2,9.2,1.0,10.482758620689655,12.108695652173912,-1.2657031573293407,-0.08013566276528716,0.0,1.0,1.0,2.5
0.0,-0.4,-0.36058230683090703,-0.16666666666666666,0.0,0.0,0.0,-0.2236024844720497,0.0,-0.42857142857142855,0.0,0.0,0.0,-0.23529411764705882,-0.9908256880733946,0.0,-0.23529411764705882,-0.21052631578947367,-0.30434782608695654,0.0,-0.25,-0.2857142857142857,-0.2,-0.2033898305084746,-0.20915032679738563,-0.2727272727272727,-0.3125,-0.23338257016248154,-0.2,-0.5733333333333334,-0.42,-0.26495726495726496,-0.16666666666666666,-0.3125,0.0,-0.2857142857142857,-1.0,-0.6867469879518072,0.5,0.0,-0.4,0.0,-0.3333333333333333,-0.3917356637980759,1.0,-0.4,-0.4132134840449151,1.0,-0.09090909090909091,-0.15027447605575747,0.0,0.0,-0.030354235794849898,0.0,0.2,0.2,0.0,-0.04827586206896552,0.0,0.43002370172561843,0.3990310039013798,0.0,-0.5,0.0,0.0
1.5,1.0,0.916013437849944,1.1666666666666667,0.0,0.0,4.0,0.6956521739130435,2.0,1.0,1.0,2.0,2.0,0.5294117647058824,1.4678899082568808,0.0,0.5294117647058824,0.7368421052631579,0.9565217391304348,0.0,1.0,1.0,0.8,0.9200968523002422,0.7320261437908496,0.5454545454545454,1.0,0.8596750369276218,0.8533333333333334,-0.1333333333333333,0.9,0.9487179487179487,1.1666666666666667,1.0125,1.0,0.5714285714285714,1.0,0.3493975903614458,-0.5,0.0,3.0,1.0,0.3333333333333333,-0.08704554440411157,0.0,1.0,0.6112116118164383,0.0,0.9090909090909091,0.6480586779904456,0.0,1.3333333333333333,1.0623982528197455,0.0,2.6,2.6,1.0,3.4551724137931035,10.326086956521738,-0.8544959774894004,0.13236433723471275,0.0,2.0,1.0,1.5
1.0,-0.2,2.9496080627099666,1.0,0.0,0.0,4.0,4.074534161490683,1.0,-0.2857142857142857,91.0,0.0,1.0,4.9411764705882355,3.5596330275229358,0.0,4.9411764705882355,4.105263157894737,2.5,0.0,-0.25,1.0,8.4,2.314769975786925,4.078431372549019,4.954545454545454,2.7083333333333335,2.655834564254062,3.0533333333333332,-0.24,4.62,3.0598290598290596,1.0,2.725,0.0,-0.5,0.0,0.46987951807228917,-0.5,0.0,4.0,0.0,1.1111111111111112,0.30469889481669893,0.0,0.3,-0.037840062641475054,0.0,1.3636363636363635,0.21921908457584163,0.0,0.6666666666666666,-0.18441014219451862,0.0,3.4,3.4,1.5,2.1379310344827585,8.673913043478262,-1.0146430010259695,-0.1799163645196732,0.0,1.0,1.5,3.0
0.5,0.6,1.1175811870100785,0.8333333333333334,0.0,0.0,1.0,0.5962732919254659,1.0,0.7142857142857143,2.0,2.0,1.0,0.8235294117647058,1.5412844036697249,1.0,0.8235294117647058,0.631578947368421,1.2608695652173914,10.0,1.75,0.7142857142857143,0.5,1.0169491525423728,0.6274509803921569,0.6363636363636364,1.2291666666666667,1.0310192023633677,1.0266666666666666,-0.17333333333333334,1.54,1.1538461538461537,0.8333333333333334,1.3625,1.0,0.8571428571428571,0.0,0.3132530120481928,0.5,0.0,-0.2,1.0,0.4444444444444444,0.021772355379447383,-1.0,0.9,0.9051342983840996,-1.0,0.9090909090909091,0.3327506255520296,0.0,0.6666666666666666,-0.05059039299141681,0.0,1.4,1.4,1.0,1.3655172413793104,1.8695652173913044,-1.1944237462572769,-0.045413440543064176,0.0,1.5,1.0,1.0
