Del_lines,COMM,ADEV,CountLineCodeExe,CountLineCode,Added_lines,CountSemicolon,OWN_COMMIT,CountStmt,CountOutput_Max,CountOutput_Mean,CountLine,DDEV,CountStmtExe,CountLineCodeDecl,CountLineBlank,CountDeclClassMethod,CountStmtDecl,MAJOR_COMMIT,OWN_LINE
0.028,0.25,0.25,0.30327868852459017,0.30071289695398573,-0.009029345372460496,0.36093943139678614,-0.3028512720623466,0.2942176870748299,0.4444444444444444,0.5702742692883407,0.2678483505662235,0.3333333333333333,0.20056497175141244,0.45,0.4187725631768953,0.0,0.4594594594594595,0.5,-0.16947974522289344
0.748,0.75,0.75,0.7336065573770492,0.7958522359040829,0.5372460496613995,0.45488257107540175,-0.5191736092497364,0.5391156462585034,0.3888888888888889,0.22613148357546137,0.8882323978335795,1.3333333333333333,0.6016949152542372,0.6666666666666666,0.6498194945848376,0.4444444444444444,0.46846846846846846,2.0,-0.43650830569237326
-0.14,-0.3333333333333333,-0.3333333333333333,-0.13934426229508196,-0.13480233311730394,-0.1986455981941309,-0.1681087762669963,1.2114050882493863,-0.141156462585034,-0.3888888888888889,-0.5102453988369362,-0.12013786312161497,-0.3333333333333333,-0.11581920903954802,-0.18333333333333332,-0.1588447653429603,-0.1111111111111111,-0.1891891891891892,-0.5,-0.42198571907378885
0.74,1.0,1.0,0.8319672131147541,0.9980557355800389,0.3656884875846501,0.6823238566131026,-0.07125912283819841,0.8452380952380952,0.2222222222222222,-0.00895167366380706,1.1462333825701625,1.0,0.963276836158192,0.9,1.227436823104693,0.6666666666666666,0.7027027027027027,1.5,-0.6544654408884892
1.028,0.8333333333333334,0.8333333333333334,1.0778688524590163,1.187297472456254,0.6320541760722348,1.03831891223733,-0.08076033921662494,1.086734693877551,0.5,0.3304048074435887,1.120630231413097,1.0,1.3248587570621468,1.1333333333333333,1.55956678700361,0.1111111111111111,0.7657657657657657,1.5,0.23934665419969683
0.596,0.8333333333333334,0.8333333333333334,0.9426229508196722,0.8762151652624757,0.12641083521444696,0.761433868974042,0.08076033921662494,0.7670068027210885,0.05555555555555555,0.233410129255195,0.7700640078778926,0.6666666666666666,0.788135593220339,0.6,0.9097472924187726,2.111111111111111,0.7747747747747747,1.0,-0.24415253576317167
1.772,-0.25,-0.25,0.020491803278688523,0.020738820479585224,1.963882618510158,-0.059332509270704575,1.2114050882493863,-0.011904761904761904,-0.3333333333333333,-0.5831375986707854,0.19891678975873953,-0.3333333333333333,0.00847457627118644,-0.041666666666666664,0.04332129963898917,-0.1111111111111111,-0.04504504504504504,-0.5,0.6490550440469749
1.74,1.5,1.5,0.8319672131147541,0.847699287103046,1.81489841986456,0.8949320148331273,-0.47402807801062835,0.8724489795918368,0.3888888888888889,0.21260224951538934,0.8074839980305268,1.3333333333333333,0.8785310734463276,0.8333333333333334,0.6064981949458483,1.2222222222222223,0.9099099099099099,1.0,-0.5260333949082272
1.54,3.6666666666666665,3.6666666666666665,4.532786885245901,4.1296176279974075,1.1783295711060948,4.326328800988875,0.02472255282141581,3.943877551020408,5.111111111111111,1.195432077275109,4.029542097488922,1.3333333333333333,3.8333333333333335,3.9583333333333335,5.3140794223826715,11.555555555555555,4.333333333333333,1.5,0.028815419820213357
0.164,0.4166666666666667,0.4166666666666667,0.0778688524590164,0.07777057679844458,-0.045146726862302484,0.06427688504326329,0.0,0.0663265306122449,-0.05555555555555555,0.49062057580474555,0.07483998030526834,0.6666666666666666,0.09887005649717515,0.058333333333333334,0.1444043321299639,0.6666666666666666,0.018018018018018018,1.0,-0.3997984339620594
