OWN_LINE,CountStmtExe,CountStmt,CountLineCode,CountLine,CountLineComment,SumCyclomatic,CountSemicolon,CountPath_Mean,CountLineCodeExe,RatioCommentToCode,CountLineBlank,CountLineCodeDecl,SumCyclomaticStrict,CountStmtDecl,SumCyclomaticModified,CountOutput_Mean,MaxNesting_Mean,CountDeclMethodPrivate,CountInput_Mean
1.0,0,14,16,37,16,6,13,1.0,3,1.0380645161290325,4,14,6,14,6,0.6958525345622116,0.0,0,0.0
0.7730355954387442,984,1378,1986,2725,508,360,1023,95914816.85117298,1330,0.2575,308,395,440,394,360,15.82184750733135,2.39093137254902,13,10.631231671554216
0.9833127317676136,301,409,966,1618,402,131,282,29117974.199999996,604,0.42,255,135,148,108,131,18.9,3.25,0,9.799999999999995
0.9828892691273532,1618,2272,2868,4091,490,309,1927,16393524.852459008,2168,0.1699999999999999,782,638,339,654,302,15.426229508196704,2.1587301587301595,4,7.3934426229508174
0.915841584158416,240,380,495,606,89,88,291,166666768.0,346,0.1799999999999999,47,147,97,140,88,17.3333333333333,2.875,2,8.333333333333329
0.8867924528301888,0,7,9,53,33,3,6,1.0,0,3.67,11,7,3,7,3,0.0,0.0,0,4.0
0.869462025316456,289,360,692,1264,395,124,242,5112273.899999999,456,0.57,206,83,149,71,122,14.099999999999998,2.6666666666666705,2,8.700000000000001
0.9573904356513054,17,33,58,140,58,8,26,3.4285714285714284,36,1.004285714285714,23,16,9,16,8,8.714285714285712,2.178571428571428,0,8.214285714285712
0.598217485919099,0,41,42,314,212,0,40,0.0,39,5.064285714285714,60,41,0,41,0,0.0,0.0,0,0.0
1.0,20,35,69,147,62,13,23,6.0,35,0.9,16,18,13,15,13,3.25,1.1428571428571397,2,2.75
0.887323943661972,6,21,32,71,28,3,17,1.0,6,0.88,13,18,3,15,3,2.66666666666667,0.0,0,2.66666666666667
0.8768267223382048,92,111,251,479,145,41,69,5276702.5,148,0.58,83,30,42,19,41,20.0,4.5,0,18.5
0.991965667605531,1088,1397,2592,3868,782,222,1175,1473642.347319349,2030,0.2661538461538461,630,406,240,308,221,15.074592074592044,1.9543650793650784,3,8.709790209790208
0.622242647058823,197,338,598,1088,382,70,269,100000002.59999998,356,0.6399999999999998,123,161,83,141,70,16.299999999999997,1.6666666666666696,2,8.0
0.943083003952569,7,47,62,713,607,26,44,1.5454545454545454,13,10.112727272727277,43,51,26,40,26,3.4009972539384377,0.3818181818181818,0,1.8181818181818188
0.938405797101449,36,73,115,276,139,25,47,2.0,44,1.2099999999999995,27,36,27,37,25,2.85714285714286,0.875,0,1.85714285714286
0.7405537822998818,62,94,165,430,218,30,62,3.3333333333333326,98,1.3299999999999998,50,38,32,31,30,3.4374999999999964,1.2142857142857115,2,4.7291666666666705
0.985407725321888,362,474,1007,1165,58,79,417,88.3125,857,0.06,104,523,81,112,77,5.1875,1.4736842105263197,7,4.125
0.8220516426387706,219,342,633,1318,573,87,257,5.8730973311158605,396,0.904444444444444,116,181,101,122,87,6.968052585728994,1.3459955682177915,14,4.606763285024152
1.0,320,564,714,1120,270,82,481,8.037037037037038,561,0.3799999999999999,139,262,82,244,82,8.48148148148148,0.8275862068965518,9,5.7037037037037
0.8255344045711365,773,1109,1777,2979,824,282,829,101750.46543859654,1160,0.441666666666667,406,412,319,336,279,7.824678362573099,1.5707679607129237,10,4.899321637426901
0.9974489795918366,3,9,16,45,25,2,6,1.0104166666666663,5,1.612708333333334,4,7,2,6,2,2.8541666666666665,0.0156249999999999,0,2.9270833333333326
0.9890128508109836,278,351,498,795,209,55,295,52522.51166840822,366,0.3821212121212122,91,90,56,72,55,13.83002438174853,2.0558712121212124,2,5.208450553278138
0.9134725634725634,35,53,76,151,47,17,34,2.2643939393939405,37,0.6299999999999999,30,19,18,18,17,2.252272727272727,0.5051282051282051,0,3.540909090909091
1.0,225,324,516,996,314,97,213,18978.5454545455,328,0.6100000000000001,167,104,104,99,97,6.13636363636364,1.64,4,4.909090909090908
0.5290059529755636,166,228,341,567,138,56,171,63093.62550607285,224,0.3942105263157893,90,65,59,62,56,5.878542510121454,1.4174148606811154,0,4.073009446693656
0.9224180063534774,252,364,803,1606,589,114,257,3941.4071428571465,454,0.7637499999999996,222,185,121,112,110,5.464880952380948,1.5271915584415576,3,6.729761904761905
0.8904069597711216,186,262,320,407,48,58,205,1318.1992424242396,244,0.1927272727272727,42,74,61,75,56,5.889393939393942,1.573737373737374,0,4.310606060606057
0.863636363636364,0,3,16,44,20,0,2,0.0,11,1.25,8,14,0,3,0,0.0,0.0,0,0.0
1.0,421,581,754,1106,145,103,469,3101.64705882353,545,0.1899999999999999,224,148,110,160,103,11.5882352941176,2.2631578947368394,1,4.17647058823529
0.9277108433734936,0,13,27,83,40,2,12,1.0,1,1.48,16,25,2,13,2,1.0,0.0,0,1.0
0.975409836065574,31,81,130,244,77,8,72,2.25,66,0.59,41,63,8,50,8,6.75,1.16666666666667,0,6.25
0.8604651162790697,13,24,51,87,20,8,15,8.5,19,0.39,16,12,8,11,8,5.0,1.6,1,1.0
0.9618055555555556,0,5,6,62,46,2,4,1.0,0,7.470370370370368,9,5,2,5,2,0.3209876543209874,0.0,0,1.1851851851851851
0.843501326259947,68,131,218,377,108,26,105,12802.3333333333,119,0.5,58,69,30,63,26,16.6666666666667,2.3999999999999995,0,14.6666666666667
0.793893129770992,13,40,55,131,48,6,33,1.1999999999999995,31,0.8699999999999998,28,33,8,27,6,3.799999999999999,0.4285714285714289,2,1.6
0.9244889286288492,217,313,495,851,225,74,238,12365.10887045052,312,0.4531481481481478,140,120,85,96,73,8.120902677569337,1.6121461672536943,2,5.514528619528616
0.8990384615384615,0,37,39,100,32,0,36,0.0,35,0.8299999999999996,30,37,0,37,0,0.0,0.0,0,0.0
0.9222041757879622,65,104,183,298,81,22,83,3.3697478991596648,100,0.4482352941176472,35,42,23,39,22,7.117647058823529,1.0915032679738566,0,5.899159663865547
0.984337454468527,266,595,872,1585,476,132,480,2.3154192666986653,533,0.5507142857142858,239,376,135,329,113,4.026437248458445,0.4584415584415589,41,6.399697227042805
0.5718085106382979,0,32,95,376,248,23,31,1.0,0,2.609999999999999,33,94,23,32,23,1.0,0.0,0,1.0
0.5300699300699302,3,9,13,55,29,3,5,1.0,4,2.2323076923076917,11,6,3,6,3,1.641025641025644,0.0,0,0.6923076923076926
1.0,45,86,113,280,103,22,63,5.5,61,0.91,64,43,22,41,22,4.875,1.1,4,2.625
0.912433554064372,108,184,331,575,182,54,133,3.2545742434904996,174,0.5514285714285715,65,91,61,75,51,4.672941590429277,0.8525345622119817,1,3.5492024395965314
0.9107621974494876,73,107,149,229,35,24,81,1740.93006993007,97,0.2438461538461538,44,36,24,33,24,13.265734265734263,4.405325443786983,0,9.265734265734269
0.9333333333333332,41,88,167,390,165,25,62,3.46153846153846,66,0.99,60,68,26,47,25,2.1538461538461497,0.875,0,2.30769230769231
0.5800362976406531,762,1152,1855,2755,455,335,797,1.9766355140186895,1062,0.25,446,512,342,390,330,3.612149532710278,0.4953703703703701,38,4.116822429906541
0.8713307898353757,135,245,527,1322,689,97,153,1.8989071038251368,215,1.3274999999999997,107,170,102,110,92,2.4405520860438905,0.3817358567358567,1,6.132058287796006
0.9460593002975272,261,357,534,767,170,101,256,1373.7845117845131,349,0.3313333333333333,64,106,112,96,101,4.750168350168349,1.172248803827749,18,4.875420875420873
1.0,0,46,51,935,837,13,45,0.611111111111111,28,17.84833333333333,45,50,13,46,13,0.4166666666666666,0.0,0,0.0
0.955056179775281,28,50,81,182,69,12,36,14.555555555555555,39,0.8733333333333331,32,24,12,21,12,5.555555555555552,1.491666666666667,0,3.055555555555556
0.9791447731297352,184,266,444,736,180,81,182,221.19944598337932,230,0.4084210526315789,119,89,90,81,81,9.213296398891949,2.449760765550238,3,6.781163434903045
0.9268246373509532,46,62,88,130,26,5,55,1.25,69,0.295,16,16,5,15,5,2.4374999999999982,0.2791666666666667,0,2.083333333333335
0.8350412265219568,9,48,75,383,272,24,41,1.0571428571428572,19,3.908571428571429,35,56,24,39,24,1.4202380952380946,0.0779220779220779,1,2.446428571428571
0.9784482758620692,274,382,589,700,60,91,298,320.7647058823529,344,0.0999999999999999,63,100,94,108,91,10.058823529411798,2.2631578947368394,14,6.29411764705882
0.8545454545454538,604,751,1427,1819,107,228,609,136.885245901639,1007,0.07,341,240,229,147,147,3.9016393442622896,0.6349206349206349,15,3.72131147540984
1.0,11,23,33,62,19,7,15,1.2781954887218026,16,0.5721052631578946,9,12,7,12,7,2.62406015037594,0.684210526315789,0,1.9624060150375924
0.82421875,47,91,159,256,50,26,62,22.6363636363636,74,0.31,50,51,26,44,26,5.27272727272727,1.1428571428571397,0,3.45454545454545
0.9042687654609676,34,76,124,405,235,26,48,1.2199999999999993,38,1.893,46,50,26,41,26,2.4219999999999997,0.2500000000000001,0,1.5014999999999996
0.9194915254237288,26,46,55,112,39,6,39,22.0,38,0.7900000000000001,19,20,8,20,6,14.500000000000002,1.9999999999999996,0,5.0
1.0,0,4,5,50,41,1,3,1.0,0,8.339999999999996,4,4,1,4,1,0.3499999999999999,0.0,0,0.0
0.9920000000000002,625,732,1875,2750,391,30,700,1.1923076923076898,1692,0.2099999999999999,567,130,30,107,30,5.96153846153846,0.2413793103448279,0,0.3461538461538459
0.9661099324975896,15,41,106,177,46,8,34,1.1666666666666703,53,0.4376000000000001,24,43,8,25,8,4.686666666666664,0.375,0,6.946666666666666
