COMM,ADEV,CountClassCoupled,Del_lines,MAJOR_COMMIT,Added_lines,CountLineCodeExe,CountSemicolon,CountLineCode,DDEV,CountStmt,CountLine,CountStmtExe,CountLineComment,AvgLine,CountOutput_Max,CountLineCodeDecl,CountOutput_Mean,CountStmtDecl,CountLineBlank
0.19776455461084375,0.19776455461084375,0.7087792983401426,-0.18234248872458356,0.19504388981336762,-0.11734626335680205,-0.19537807343292113,-0.1654527354967097,-0.15251718061592162,0.13540692593348547,-0.1700766207179319,-0.19778731523798385,-0.19930695624927564,-0.35166909115036055,-0.20382137617953353,0.9756981228270937,-0.043091565374574654,0.1052688534526066,-0.10753788187212852,-0.16728360505859363
-0.25659325123558835,-0.25659325123558835,-0.5658195672524281,-0.27180817500070303,0.19504388981336762,-0.15271844210451954,-0.33933947284708343,-0.35313089668288655,-0.3417671835190649,0.13540692593348547,-0.341792004941341,-0.36596184442857704,-0.3056981228969113,-0.37649037835385674,0.048080431637681866,-0.5222310029418925,-0.41514616142212507,0.29281220542225017,-0.4063998400702396,-0.3354892345663358
-0.10514064928677766,-0.10514064928677766,-0.17363530091625248,-0.23496936300465385,1.0422345291565591,-0.3508026430917374,-0.20817464226973556,-0.22257217585772002,-0.18239876002168107,0.8850125878005588,-0.1872481591402728,-0.1602483578293693,-0.1439835495925051,-0.062087407109571675,-0.37175591472434383,-0.5222310029418925,-0.2588832310821539,-0.6181126470017322,-0.26977723060824593,-0.09519547812670415
-0.40804585318439907,-0.40804585318439907,-0.7619117004205159,-0.266545487572696,-0.652146749529824,-0.38263760396468316,-0.38092832156673034,-0.4306501371728292,-0.3975461317431492,-0.6141987359335879,-0.40475431248992433,-0.21880913138680802,-0.3397432962241547,0.5915398225824946,-1.12746133817599,-1.1390253488467692,-0.5416447240782922,-1.2075346103348983,-0.525944623349484,-0.22735704416850153
-0.40804585318439907,-0.40804585318439907,-0.7619117004205159,-0.27180817500070303,-0.652146749529824,-0.3720259503403679,-0.3713308949391195,-0.41433029706968333,-0.37762507880597623,-0.6141987359335879,-0.3847208509971933,-0.40199924354084704,-0.33123200289234384,-0.4095854279585183,-0.7076249918139643,-0.9627983928739473,-0.5044392644735372,-0.7074190050825154,-0.483250057892611,-0.3595186102102989
-0.40804585318439907,-0.40804585318439907,-0.07558923433220859,-0.27180817500070303,-0.652146749529824,-0.035990252237051844,-0.30094976633664017,-0.2837715762445168,-0.30192507764471893,-0.6141987359335879,-0.28169162046314783,-0.3164104206492058,-0.26739730290376246,-0.35166909115036055,3.3228039332614823,0.535130732895039,-0.340735242212615,3.5435636395627386,-0.3039328829737444,-0.21534235634651996
0.6521223604572758,0.6521223604572758,1.5911938975965378,-0.21391861329262574,1.0422345291565591,-0.3048188107197047,0.5948100522403699,0.7647781503826018,0.46304335514272327,0.8850125878005588,0.5682995314427273,0.47491080152438897,0.2986037036616592,0.5915398225824946,1.0556876629065435,1.5924924687319704,1.0730722227680765,1.668130119866303,1.0964488640116905,0.1330835904909459
0.046311952662033036,0.046311952662033036,0.12050289883587921,-0.22444398814863978,0.19504388981336762,-0.3189676822187917,0.01256617016531334,0.06302502594733173,0.052669664636960024,0.13540692593348547,0.05029145570210979,0.012430846250257643,-0.007802856283531462,-0.277205229539872,-0.28778864545193866,0.7994711668542718,0.1950233760958576,-0.0572687182544179,0.16570733705185875,0.18114234177887223
-0.40804585318439907,-0.40804585318439907,-0.663865633836472,-0.27180817500070303,-0.652146749529824,-0.3791003860899114,-0.3297420462194726,-0.33681105657974075,-0.2899724458824151,-0.6141987359335879,-0.304587005026269,-0.2518434139063888,-0.2886755362332896,-0.05381364470840628,-0.6236577225415592,-0.8746849148875363,-0.32585305837071293,-0.7756165876169305,-0.32954962224786816,-0.20332766852453837
-0.10514064928677766,-0.10514064928677766,-0.5658195672524281,-0.27180817500070303,1.0422345291565591,1.439029601542767,-0.1377935136672562,-0.1287330952646316,-0.005101388880841605,0.8850125878005588,-0.061323544043106124,-0.07465953493772812,-0.09291578960163999,-0.4592280023655107,-0.7915922610863695,-0.6103444809283035,0.1057302730444455,-0.6171203541341689,0.003467988315741304,0.08502483920301956
-0.10514064928677766,-0.10514064928677766,-0.27168136750029637,-0.24023205043266088,0.19504388981336762,-0.34372820734219395,-0.2657592020354005,-0.3000914163476626,-0.26805928765152487,0.13540692593348547,-0.28169162046314783,-0.2758683466479021,-0.2716529495696679,-0.2689314671387066,0.132047700910087,-0.5222310029418925,-0.31097087452881095,-0.15729183930489432,-0.29539396988236977,-0.21534235634651996
0.5006697585084652,0.5006697585084652,0.9048714315082305,-0.2297066755766468,0.19504388981336762,-0.2977443749701612,-0.16658579355008865,-0.1287330952646316,-0.18439086531539836,0.13540692593348547,-0.16435277457715158,-0.2458371807210105,-0.1780287229197485,-0.4426804775631799,0.6358513165445178,2.0330598586640254,-0.15470794418883976,1.605615669209755,-0.13315462114625232,-0.21534235634651996
-0.40804585318439907,-0.40804585318439907,-0.663865633836472,-0.27180817500070303,-0.652146749529824,-0.014766944988421356,-0.2881531974998257,-0.2960114563218762,-0.28001191941382864,-0.6141987359335879,-0.2759677743223675,-0.3074010708711384,-0.25037471624014074,-0.34339532874919515,-0.37175591472434383,-0.7865714369011254,-0.34817633413356597,-0.45736120245632406,-0.32101070915649355,-0.2874304832784094
