COMM,ADEV,Added_lines,CountClassCoupled,CountLineCodeExe,MAJOR_COMMIT,Del_lines,CountLine,DDEV,OWN_LINE,CountSemicolon,CountLineCode,CountLineBlank,CountLineCodeDecl,CountStmt,RatioCommentToCode,AvgLine,CountStmtDecl,CountStmtExe,CountOutput_Mean
-0.4,-0.4,-0.23509933774834438,0.15384615384615385,0.4190800681431005,-0.5,-0.1956521739130435,0.2447714949651433,-0.5,0.2509678555083057,0.3847695390781563,0.17889908256880735,0.34285714285714286,0.13690476190476192,0.19745222929936307,0.1944412051261192,0.7272727272727273,0.2328767123287671,0.215633423180593,0.001057701128946738
-0.2,-0.2,-0.15562913907284767,0.15384615384615385,0.575809199318569,-0.5,6.913043478260869,0.19519752130131682,-0.5,0.25231832411031363,0.7134268537074149,0.38990825688073394,0.42857142857142855,0.23214285714285715,0.45222929936305734,-0.6584806725057144,0.8181818181818182,0.3013698630136986,0.5822102425876011,0.5537236571578067
0.4,0.4,0.4867549668874172,0.23076923076923078,1.7206132879045997,1.0,1.326086956521739,1.7660728117738187,1.0,0.12951772160747846,1.5791583166332666,1.688073394495413,1.2285714285714286,1.2797619047619047,1.802547770700637,0.25547722605392037,1.4545454545454546,1.4657534246575343,1.9514824797843666,0.17387230575490506
0.6,0.6,1.8642384105960266,0.07692307692307693,2.3884156729131174,0.0,3.8260869565217392,1.7010069713400464,0.0,-0.5109067154594971,1.9238476953907815,2.3440366972477062,2.142857142857143,1.2678571428571428,2.1082802547770703,-0.8024804700279722,0.2727272727272727,1.2602739726027397,2.6307277628032346,0.14411245332107656
-0.4,-0.4,-0.23509933774834438,-0.38461538461538464,-0.3781942078364566,-0.5,-0.1956521739130435,-0.43687064291247096,-0.5,0.22158916560458447,-0.3366733466933868,-0.38073394495412843,-0.2,-0.30357142857142855,-0.4267515923566879,-0.3811623811235645,-0.9090909090909091,-0.2876712328767123,-0.4420485175202156,-0.4049289242213968
0.6,0.6,0.11589403973509933,0.23076923076923078,0.5212947189097104,1.0,0.15217391304347827,0.27575522850503487,1.0,-0.3121144607682679,0.7054108216432866,0.3256880733944954,0.2571428571428571,-0.19642857142857142,0.4968152866242038,-0.1616022502860565,11.181818181818182,-0.1506849315068493,1.0242587601078168,0.5833492753366086
-0.4,-0.4,13.089403973509933,1.0,29.325383304940374,-0.5,18.630434782608695,29.022463206816422,-0.5,-0.30213035760506773,26.43687374749499,34.58715596330275,34.714285714285715,21.410714285714285,32.45859872611465,-0.7874891666421963,-0.6363636363636364,21.438356164383563,38.13477088948787,-0.5186792850497546
-0.6,-0.6,-0.2682119205298013,-0.3076923076923077,-0.4940374787052811,-1.0,-0.1956521739130435,-0.5608055770720372,-1.0,0.41665824537341706,-0.48096192384769537,-0.555045871559633,-0.5428571428571428,-0.47023809523809523,-0.5796178343949044,0.8369018402254218,0.5454545454545454,-0.4520547945205479,-0.5606469002695418,0.7595772014989275
-0.6,-0.6,-0.2682119205298013,-0.15384615384615385,3.4650766609880748,-1.0,-0.1956521739130435,3.101471727343145,-1.0,-1.1129960911164205,2.8857715430861726,4.555045871559633,1.6571428571428573,3.4464285714285716,3.6305732484076434,-0.9211616218320309,-0.7272727272727273,2.356164383561644,4.355795148247979,-0.4189597293322781
-0.2,-0.2,1.6125827814569536,-0.15384615384615385,5.148211243611584,-0.5,4.043478260869565,4.387296669248644,-0.5,-0.2646374967167284,4.7374749498997994,6.0504587155963305,2.914285714285714,3.767857142857143,5.54140127388535,-0.7983524299652224,-0.36363636363636365,3.410958904109589,6.749326145552561,-0.24509460164745062
2.4,2.4,1.5264900662251655,0.7692307692307693,0.807495741056218,2.0,2.739130434782609,0.9295120061967467,2.0,-1.7659621245642034,0.6973947895791583,0.8532110091743119,1.457142857142857,0.5059523809523809,0.7770700636942676,-0.019184868121186027,0.45454545454545453,0.4520547945205479,1.0242587601078168,0.2960211348545674
-0.4,-0.4,0.0033112582781456954,0.0,0.22146507666098808,-0.5,0.0,0.052672347017815646,-0.5,0.25743399932143746,0.3046092184368738,0.20642201834862386,-0.14285714285714285,0.23214285714285715,0.21019108280254778,-0.4309171716875737,0.2727272727272727,0.3013698630136986,0.1725067385444744,0.24311435728546435
-0.4,-0.4,-0.23509933774834438,-0.38461538461538464,-0.3645655877342419,-0.5,-0.1956521739130435,-0.458559256390395,-0.5,0.15037978242472647,-0.3527054108216433,-0.4541284403669725,-0.2857142857142857,-0.44642857142857145,-0.4713375796178344,0.2656498962085541,0.2727272727272727,-0.4383561643835616,-0.3881401617250674,0.6434269774373992
-0.4,-0.4,-0.24172185430463577,-0.6923076923076923,-0.6098807495741057,-0.5,-0.1956521739130435,-0.69713400464756,-0.5,0.06974463786293837,-0.6412825651302605,-0.6926605504587156,-0.7428571428571429,-0.7083333333333334,-0.732484076433121,4.896040680440746,-1.0909090909090908,-0.684931506849315,-0.6361185983827493,-0.8780279911492894
-0.4,-0.4,-0.25496688741721857,-0.6153846153846154,-0.575809199318569,-0.5,-0.1956521739130435,-0.6475600309837335,-0.5,0.43680005832373514,-0.593186372745491,-0.6330275229357798,-0.6,-0.6369047619047619,-0.6687898089171974,1.2863078017234564,-1.0,-0.6027397260273972,-0.5929919137466307,-0.7383601708807844
-0.6,-0.6,-0.2682119205298013,-0.5384615384615384,-0.4735945485519591,-1.0,-0.1956521739130435,-0.37490317583268784,-1.0,0.10135522660532909,-0.37675350701402804,-0.3211009174311927,-0.2,-0.13690476190476192,-0.4012738853503185,-0.283674292141659,-1.0,-0.2054794520547945,-0.4636118598382749,-0.8623300323586072
-0.4,-0.4,-0.23509933774834438,-0.3076923076923077,-0.33049403747870526,-0.5,-0.1956521739130435,-0.4120836560805577,-0.5,0.23538192882056172,-0.32064128256513025,-0.3440366972477064,-0.2,-0.25595238095238093,-0.4140127388535032,-0.4227007842549849,-0.9090909090909091,-0.2465753424657534,-0.4420485175202156,-0.25773855407445967
0.0,0.0,3.1490066225165565,0.5384615384615384,0.07836456558773425,0.0,-0.17391304347826086,0.015491866769945779,0.0,0.42488410028060725,0.3527054108216433,0.21559633027522937,0.11428571428571428,0.35119047619047616,0.3057324840764331,-0.6837993182239137,-0.5454545454545454,0.4931506849315068,0.1940700808625337,-0.14390711851506566
0.0,0.0,2.1556291390728477,-0.5384615384615384,-0.23509369676320271,0.0,-0.10869565217391304,-0.238574748257165,0.0,0.43680005832373514,-0.19238476953907815,-0.22018348623853212,0.0,-0.22023809523809523,-0.2484076433121019,-0.04292109848199801,-0.6363636363636364,-0.1506849315068493,-0.2371967654986523,-0.6522487978696515
-0.4,-0.4,-0.24172185430463577,-0.5384615384615384,-0.5894378194207837,-0.5,-0.17391304347826086,-0.48024786986831913,-0.5,0.17950429690814168,-0.5691382765531062,-0.6284403669724771,-0.4857142857142857,-0.5773809523809523,-0.6624203821656051,7.689854065974785,-0.6363636363636364,-0.547945205479452,-0.6253369272237197,-0.8485951814161428
-0.6,-0.6,-0.26158940397350994,-0.23076923076923078,-0.35093696763202725,-1.0,-0.1956521739130435,-0.2292796281951975,-1.0,0.41172745953117523,-0.280561122244489,-0.3440366972477064,-0.4857142857142857,-0.27976190476190477,-0.35668789808917195,1.4812839796872674,0.18181818181818182,-0.2465753424657534,-0.3450134770889488,-0.35271854025285293
-0.4,-0.4,4.321192052980132,-0.46153846153846156,0.8756388415672913,-0.5,-0.1956521739130435,1.350890782339272,-0.5,0.43680005832373514,1.0260521042084167,1.0275229357798166,1.2285714285714286,0.7321428571428571,1.1146496815286624,0.5030121998166708,-0.45454545454545453,0.9041095890410958,1.2398921832884098,-0.48843693014149575
-0.2,-0.2,-0.1357615894039735,0.23076923076923078,1.2708688245315163,-0.5,8.565217391304348,0.9109217660728117,-0.5,0.31961087477746436,1.1623246492985972,1.188073394495413,0.8857142857142857,0.6488095238095238,1.178343949044586,-0.4639268685658687,1.0909090909090908,0.726027397260274,1.4878706199460916,0.7884265441618633
0.8,0.8,1.990066225165563,1.0,5.563884156729131,0.5,1.0217391304347827,4.4027885360185905,0.5,-0.7309541379072215,4.352705410821644,5.123853211009174,3.6857142857142855,4.541666666666667,4.420382165605096,-0.4709917356787053,1.8181818181818181,2.8904109589041096,5.261455525606469,0.6077038774311134
0.4,0.4,2.2350993377483444,0.46153846153846156,0.7052810902896082,-0.5,0.08695652173913043,0.33152594887683967,-0.5,0.3256062142281477,0.8256513026052105,0.5963302752293578,0.0,0.47023809523809523,0.8280254777070064,-0.5651181664198554,0.2727272727272727,0.7808219178082192,0.8517520215633423,0.2979801903578533
0.6,0.6,0.39403973509933776,-0.3076923076923077,3.0834752981260647,1.0,0.17391304347826086,4.331525948876839,1.0,-0.7836964442276713,3.0781563126252505,3.371559633027523,3.4285714285714284,2.6488095238095237,3.515923566878981,0.6691658123423525,0.0,3.0273972602739727,3.6334231805929917,-0.6364101309521714
0.2,0.2,-0.18874172185430463,-0.6153846153846154,-0.3577512776831346,0.5,0.0,-0.44616576297443844,0.5,0.13555627691767436,-0.43286573146292584,-0.44954128440366975,-0.6,-0.5416666666666666,-0.4840764331210191,0.8115831945072234,0.2727272727272727,-0.4794520547945205,-0.37735849056603776,-0.49804936247762205
0.4,0.4,0.17549668874172186,0.7692307692307693,1.475298126064736,0.0,0.043478260869565216,1.0999225406661504,0.0,-0.4034000111587097,1.4749498997995991,1.275229357798165,1.1714285714285715,0.875,1.3375796178343948,-0.39123647889297847,0.7272727272727273,1.0273972602739727,1.509433962264151,0.7911145707002203
0.0,0.0,0.22185430463576158,-0.23076923076923078,-0.27597955706984667,0.0,0.32608695652173914,-0.14562354763749033,0.0,0.021460718868509983,-0.24849699398797595,-0.21559633027522937,0.02857142857142857,-0.23214285714285715,-0.2929936305732484,0.5131848699713042,-0.6363636363636364,-0.2328767123287671,-0.2587601078167116,-0.6642793953580051
