DDEV,MAJOR_COMMIT,OWN_COMMIT,Added_lines,Del_lines,ADEV,COMM,CountStmtDecl,CountLineCodeDecl,SumCyclomaticStrict,CountClassCoupled,AvgCyclomaticStrict,CountLineCode,MaxNesting_Mean,CountPath_Max,OWN_LINE,CountLineBlank,SumCyclomatic,CountLine,MaxCyclomaticStrict
-0.8239820417762111,-0.8259066990013371,0.815105785286686,-0.5878736409430604,-0.5521308626996572,-0.9967381806956713,-0.9967381806956713,-0.7851508942121056,-0.7981117023084433,-0.6788322508654118,-0.596549890325971,-0.7214106056875336,-0.7241156037677834,-1.0006397693392535,-0.05404545494462313,0.9255596473407144,-0.6982594294715571,-0.6833107346327406,-0.7024292492830988,-0.740015148226192
-0.8239820417762111,-0.8259066990013371,0.815105785286686,-0.4771007442544177,-0.43831485368034817,-0.6378559784816442,-0.6378559784816442,-0.7244043082524062,-0.7342021900655558,-0.5964636493928487,-0.716006129623612,-0.7214106056875336,-0.6556889687962263,-1.0006397693392535,-0.05404545494462313,-1.0026929933049473,-0.6309497115302966,-0.5958814102746108,-0.5477533618473954,-0.740015148226192
-0.8239820417762111,-0.8259066990013371,0.815105785286686,-0.5214099029298748,-0.5033525731199533,-0.2789737762676171,-0.2789737762676171,-0.7041554462658398,-0.6915958485702974,-0.6239198498837031,5.973543271044278,-0.7214106056875336,-0.3197763971176731,-1.0006397693392535,-0.05404545494462313,1.5705857519106765,-0.5636399935890359,-0.6250245183939874,-0.3554536099003046,-0.740015148226192
-0.8239820417762111,-0.8259066990013371,0.815105785286686,-0.5435644822676032,-0.48709314326005204,-0.6378559784816442,-0.6378559784816442,-0.5421645503733081,-0.5637768240845225,-0.5140950479202857,-0.716006129623612,2.2020099488929974,-0.5374975083908095,2.9311220129810396,-0.05262820137483768,1.5705857519106765,-0.6646045705009268,-0.508452085916481,-0.5602946500178578,0.36937844034720163
-0.8239820417762111,-0.8259066990013371,0.815105785286686,-0.5361796224883605,-0.48709314326005204,-0.6378559784816442,-0.6378559784816442,-0.35992479249421006,-0.35074511660823077,-0.5140950479202857,-0.35763741173068925,-0.7214106056875336,-0.5001738893154146,-1.0006397693392535,-0.05404545494462313,1.3153242797825324,-0.09247196800021222,-0.508452085916481,0.10439362301665156,-0.740015148226192
-0.8239820417762111,-0.8259066990013371,0.815105785286686,-0.1669366335262183,-0.10499654155237187,-0.6378559784816442,-0.6378559784816442,-0.4814179644136088,-0.47856414109400575,-0.3219016444843054,-0.716006129623612,0.2530629125059767,-0.3508794130138354,0.22257500738261546,-0.05347855351670895,-0.4773189101233343,-0.36171083976525437,-0.30445032908084474,-0.3888970450215378,-0.29625771279683455
2.3651660582660448,2.3845244511222674,-1.7287706687974869,-0.20804983415160197,-0.14912358862500366,0.07990842594641002,0.07990842594641002,0.765347570040617,0.8012148675557229,1.4522440563995862,-0.26373712597619164,3.3849581361904475,1.770305360500456,1.9826920725232484,2.194514839934812,-0.24067934807256416,0.9077937243074584,1.4183402984855873,1.482553825181065,3.063930660163831
1.5697166312785817,1.5837665249805852,-1.3770665396074153,1.1505122890981465,1.1694252692582356,1.5232364972465557,1.5232364972465557,0.16992152153399093,0.2066890001946307,0.3340637633822788,0.1937676246055673,0.2530629125059767,0.3295109123753511,0.6233020288070955,-0.05272473827219189,-0.18643342464168022,0.041416077258840465,0.3533823113999014,0.17524939141161905,0.14749972263252292
-0.8239820417762111,-0.8259066990013371,0.815105785286686,-0.5878736409430604,-0.5521308626996572,-0.9967381806956713,-0.9967381806956713,-0.2789293445479442,-0.30813877511297244,-0.23953304301174244,-0.4770936510283302,1.227536430699487,-0.20780553989148864,1.6999642831635822,-0.05319510280275186,1.5705857519106765,-0.36171083976525437,-0.2170210047227149,-0.3011080278283007,-0.0743789950821558
-0.8239820417762111,-0.8259066990013371,0.815105785286686,-0.5435644822676032,-0.5033525731199533,-0.2789737762676171,-0.2789737762676171,-0.582662274346441,-0.5637768240845225,-0.5690074489019944,-0.716006129623612,-0.7214106056875336,-0.5250563020323444,-0.12691492882363276,-0.053762004230666044,0.04597859565439507,-0.5299851346184057,-0.5667383021552341,-0.44324262709354173,-0.5181364305115133
