CountDeclMethodPrivate,OWN_LINE,MINOR_LINE,CountStmt,CountStmtExe,MAJOR_LINE,MaxNesting_Max,CountLineComment,CountLine,AvgCyclomatic,CountClassCoupled,CountPath_Max,CountDeclMethodProtected,CountLineCodeExe,CountSemicolon,CountLineCode,AvgCyclomaticModified,MaxInheritanceTree,RatioCommentToCode,CountStmtDecl
-0.22201351387773982,-0.9688026199570474,0.07892521166818489,-0.10065853540668036,-0.057374306977067115,1.0,0.440944452109776,0.438936843903297,0.13034833032600476,0.0,0.23907591816030468,-0.06839837375597775,0.0,-0.10642019643364216,-0.09498700161072224,-0.03438738494924534,0.0,1.0,1.055452855959317,-0.1345481692866035
0.5280438209101768,-0.8454712284620342,0.07892521166818489,0.10004463608083872,0.09835595481782934,0.3333333333333333,0.0,-0.07340883510904864,0.00809058602023478,0.5,-0.177590748506362,2.8843668140520107,0.0,0.02666820185676884,0.10960038647391028,0.048840119187236825,0.5,-0.5,-0.23440221650445117,0.17418332709024104
-0.22201351387773982,0.36756384656910285,-0.9210747883318151,0.06916722508275887,0.024588988704457335,0.0,0.0,0.6364677081008279,0.29216005073070034,0.0,1.1557425848269713,0.09564413667779938,1.0,0.101197704899399,0.12421377133709832,0.1043251219448916,-0.5,0.0,0.7366122762491721,0.2204930515467677
1.2781011556980935,0.35249498841526566,-0.9210747883318151,1.885788238803124,2.5490584956954105,0.0,-0.440944452109776,0.31548005377984023,0.8171491880437127,-0.5,0.07240925149363801,0.040963299866540334,1.0,1.8260233467431257,2.5646490434895006,1.1585401743403325,-0.5,1.0,-0.6401993179537265,0.9151389183946679
-0.22201351387773982,-1.2427906135669395,0.07892521166818489,-0.22931441456534646,-0.20490823920381113,-0.3333333333333333,0.881888904219552,-0.3820508104176906,-0.26519143066325107,1.0,-0.5109240818396953,0.09564413667779938,0.0,-0.17562616354465588,-0.23381415781100862,-0.1946773929158036,1.0,-0.5,-0.35034424548995835,-0.2426041930184991
-0.22201351387773982,0.4591562974346044,-0.9210747883318151,-0.4042864102211323,-0.3524421714305552,-0.3333333333333333,-0.881888904219552,-0.2956310573312709,-0.34609729086559887,-0.5,-0.427590748506362,-0.15041962897286631,0.0,-0.3513028492879984,-0.4237881610324531,-0.36113240118876794,-0.5,-1.0,11.40327894291584,-0.4895893901199747
-0.22201351387773982,-0.17989731688984695,0.07892521166818489,-0.39399393988843906,-0.3524421714305552,-0.3333333333333333,0.440944452109776,-0.36970513140534494,-0.3496931068745921,-0.5,-0.5109240818396953,-0.15041962897286631,0.0,-0.34597931335638193,-0.40917477616926506,-0.34571990042275275,-0.5,-1.0,3.4322644501622155,-0.45871624048229026
0.15301515351621847,-0.734478327021987,0.07892521166818489,0.012558638252945786,-0.024588988704457335,-0.3333333333333333,0.0,-0.252421180788061,-0.12675251431701154,0.0,0.23907591816030468,-0.04105795535034823,1.0,0.047962345583234596,0.10960038647391028,-0.05904738617486969,0.0,1.0,-0.35034424548995835,0.1433101774525566
-0.22201351387773982,-1.35071437068069,0.07892521166818489,0.17209192840969173,0.22949722790826846,0.0,1.3228333563293282,0.3895541278539143,0.2957558667396936,0.5,0.572409251493638,0.06830371827216986,0.0,0.10652124083101544,0.17536061835825645,0.2461201289922316,0.5,-0.5,0.04096010233612866,0.1433101774525566
0.3459203175576171,0.24520606698029418,-0.9210747883318151,-0.028413978295291936,0.02451044355846284,0.16506950569883397,-0.004225555607352531,-0.35418430147503327,-0.16156189568619295,0.49041703419300386,0.07240925149363801,0.17478336665265665,1.504791482903498,-0.06869630754708214,-0.028596591672768283,-0.098794953737259,0.49041703419300386,0.2571872243552471,-0.5101811860322917,-0.07206222916790408
1.2781011556980935,-1.7309625106758877,0.07892521166818489,-0.04404994857686729,-0.04917797740891467,0.0,-0.440944452109776,0.025356596989716793,-0.02427175806070434,-0.5,-0.09425741517302866,0.2596866471115765,0.0,-0.058508373049094196,-0.021920077294782056,-0.06212988632807273,-0.5,1.0,0.2873369139303316,0.019817578901818768
-0.22201351387773982,0.4591562974346044,-0.9210747883318151,-0.38370146955574574,-0.3524421714305552,-0.3333333333333333,-0.881888904219552,-0.2092113042448511,-0.29935168274868684,-0.5,-0.5109240818396953,-0.15041962897286631,0.0,-0.3513028492879984,-0.39456139130607704,-0.34880240057595574,-0.5,-1.0,8.113423870452072,-0.4278430908446058
6.133189185067578,-0.7330514360515481,0.07892521166818489,3.916350678753339,4.4916305806915,1.3860022629868458,1.253161139341499,6.170360611181674,5.130088621187867,0.6580067889605368,2.879585535854399,259236.1353601735,38.205708074696915,4.500875775695743,3.8253585135973966,4.512913509225117,0.6580067889605368,0.23701018344080538,-0.08109875419495599,3.3474382404270835
-0.22201351387773982,0.15191898285553937,0.07892521166818489,-0.2241681793989998,-0.20490823920381113,-0.3333333333333333,-0.440944452109776,-0.43760636597324615,-0.25260607463177476,0.0,-0.26092408183969534,-0.1230792105672368,0.0,-0.18094969947627232,-0.23381415781100862,-0.16693489153697622,0.0,-0.5,-0.6401993179537265,-0.22716761819965683
-0.03967754765961524,-0.7339363718582671,0.5651172872904604,-0.2575476491542461,-0.2501012261275015,-0.3333333333333333,-0.440944452109776,-0.28560469116213805,-0.2258164726114122,0.0,-0.2632254025693161,-0.0433230419291499,0.0,-0.22206784729788664,-0.27369829541513546,-0.21891176485133043,0.0,0.25690396218886224,0.20782688384884937,-0.24217789890299976
