Added_lines,Del_lines,COMM,OWN_COMMIT,ADEV,AvgLine,CountClassCoupled,OWN_LINE,CountLineCodeExe,CountStmt,CountSemicolon,CountOutput_Max,CountOutput_Mean,CountStmtDecl,CountLine,CountLineCode,RatioCommentToCode,CountLineCodeDecl,AvgLineCode,CountStmtExe
-0.25493676521985514,-0.2830794781822601,-0.07768822657479266,0.46493095466186884,-0.07768822657479266,-0.3300064425728506,0.3636104985287705,0.8128563338067419,-0.3709591231394589,-0.35660044280439485,-0.3341521731223728,0.6235711954553376,-0.047895665762147877,-0.292376676099446,-0.3936478001984873,-0.3435814224843908,-0.10917423019397983,-0.22182085591279932,-0.11038460075103591,-0.38546272927807657
-0.28749957335102605,-0.35654518464809665,-0.42543552648100724,-0.6508235026560852,-0.42543552648100724,-0.09427428629649406,-0.7260320798961389,-0.31548188098051244,-0.5423726034754204,-0.5791414258228006,-0.5524330669557608,-0.7115785638179487,0.14684552338869264,-0.6498050803480153,-0.5959579803541951,-0.5978600232161901,-0.01651949002800231,-0.6599522625765746,-0.3356810355770345,-0.5284921986412464
-0.18004230651816205,-0.35654518464809665,-0.5413512931164122,1.2087672595405046,-0.5413512931164122,2.970243745296141,-0.306938780501943,1.0161684458315885,-0.4966623420524973,-0.5012520817663585,-0.47176404097385655,0.23088008978672395,3.5223594686699284,-0.5272581988913629,-0.5363487308440312,-0.5443276862200218,-0.06053049160684164,-0.5723259812438195,2.0299315300959506,-0.47700158967050527
-0.463338737259349,-0.33061611177780137,-0.30951975984560237,-0.03095991525722088,-0.30951975984560237,-0.015696900871041877,-0.4745761002596214,0.6058560202032128,-0.4547612690814845,-0.5012520817663585,-0.4907449882637164,-0.7115785638179487,-0.32053333057332456,-0.5170459587699753,-0.4875775266993516,-0.4988251997732788,-0.06284686011099107,-0.5372754687107175,-0.11038460075103591,-0.48272276844503204
-0.4210070866888268,-0.321973087487703,0.15414330669601709,-0.38516767948514563,0.15414330669601709,0.45576741168167123,0.5312478182864488,0.6266526773925928,-0.3366764270722665,-0.34918241003711464,-0.29144504172018815,1.5660298490600102,1.5100338474445762,-0.32301339646360905,-0.4514507088144038,-0.3864072920813254,-0.11612333570642815,-0.3532602779119319,0.9034493559659577,-0.35685683540544255
-0.18004230651816205,-0.11886201667039015,0.7337221398730415,-0.6508235026560852,0.7337221398730415,0.6914995679580278,0.6988851380441272,-1.3179379348949036,0.10518943334932322,0.02913726109417505,-0.01622130601722067,1.9587209547286237,0.5525563341196104,-0.09834411379307978,0.14102910449874048,0.12214990938227335,-0.08369417664833602,0.03229535995219029,0.5655047037269598,0.100837466556701
0.35724402764615804,-0.3522236725030474,-0.42543552648100724,1.2087672595405046,-0.42543552648100724,0.22003525540531468,0.6988851380441272,1.0161684458315885,-0.21097320815922807,-0.14147749255326933,-0.09214509517665997,1.7231062913274557,0.6661553611242673,-0.057495153307529,-0.24372150597595385,-0.2017207294445448,-0.10685786168983039,-0.08161880578039127,0.34020826890096123,-0.18522147216963872
-0.4698512988855832,-0.3392591360678998,-0.19360399321019753,-0.6508235026560852,-0.19360399321019753,0.45576741168167123,0.5312478182864488,0.17941570732470014,-0.3671499346875486,-0.34547339365347457,-0.2677188576078634,0.8591858588565057,1.2503789285767888,-0.36386235694915986,-0.40267950466972424,-0.3864072920813254,-0.09759238767323264,-0.3795481623117584,0.34020826890096123,-0.3282509415328086
-0.18655486814439623,-0.1447910895406854,1.081469439779256,0.46493095466186884,1.081469439779256,0.14145786997986248,0.9503411176806448,-0.5656778159566183,-0.1728813236401255,-0.18598568915695046,-0.13959746340130955,0.780647637722783,0.8479138043317183,-0.01664619282197822,-0.2310771197162221,-0.18833764519550272,-0.10917423019397983,-0.011517780714187232,0.22756005148796196,-0.27676033256206745
-0.33308750473466536,-0.21825679600652195,0.9655536731438511,-0.38516767948514563,0.9655536731438511,0.5343447971071235,0.9503411176806448,0.598114276323432,0.048051606570669377,0.047682343012375526,0.130881035479193,0.5450329743216148,0.8738792962184974,0.4020556521549173,-0.04502400760874081,0.028468319638978844,-0.11496515145435343,0.444138882216139,0.6781529211399591,-0.15089439952247796
