CountLine,CountLineCodeDecl,SumCyclomaticModified,SumCyclomatic,CountLineCode,CountLineCodeExe,COMM,ADEV,CountStmtExe,Del_lines,CountStmt,SumCyclomaticStrict,CountStmtDecl,CountSemicolon,CountOutput_Max,SumEssential,CountOutput_Mean,DDEV,CountLineBlank,CountDeclClassMethod
-0.4149504130364455,-0.38131446633686145,-0.40402431013538675,-0.3842930867116391,-0.3477917109429549,-0.29600378317465875,-0.3353763051078758,-0.3353763051078758,-0.3120285220786199,-0.19665089064317998,-0.3605986115950483,-0.3787035399612569,-0.4093377767501295,-0.32987413721580433,-0.04354337925880443,-0.4296493634806551,1.853980698016899,-0.23407615954395525,-0.29407005771243827,-0.2796916190048328
-0.07720826345509235,-0.02890663037981723,-0.06756434535580098,-0.08593896031948046,-0.06953243694962366,-0.08430254302581226,0.28345390716068497,0.28345390716068497,-0.08618090744518206,-0.16868560164911736,-0.0755764296940284,-0.08494773911998867,-0.030489501596285412,-0.07852324344858666,0.4800017219470564,-0.15975130510198612,1.365746827186934,0.9864638152209544,-0.04374207910583432,0.4986469368098415
0.21857833959441564,0.33486920028551875,0.5594746799152451,0.4329377812320997,0.17900982719975958,0.0892230636535701,0.9022841194292457,0.9022841194292457,0.23295159149337144,1.310367460703527,0.25504930131115466,0.40856200629334194,0.2569126381755963,0.1402451270525102,0.2556252500016875,0.5824683554393535,0.5991960638065571,1.5967338026034092,0.1350636198988828,-0.1685003967455936
-0.37719042115778484,-0.42678644517002845,-0.41931794489809515,-0.39726500525042857,-0.36670253538910363,-0.3064153195754217,-0.4385146738193026,-0.4385146738193026,-0.3169382528315208,-0.1997581449758536,-0.37579979462976937,-0.39045377199490766,-0.4485289776281134,-0.34383807575842756,-0.4922963231495423,-0.4296493634806551,-0.4244440325229301,-0.8443461469264101,-0.3179108175797339,-0.2796916190048328
-0.3750926438311926,-0.44952243458661195,-0.40402431013538675,-0.3842930867116391,-0.36940408173855344,-0.30988583170900935,-0.4385146738193026,-0.4385146738193026,-0.3169382528315208,-0.1997581449758536,-0.3834003861471299,-0.3787035399612569,-0.4746564448801026,-0.35780201430105074,-0.4922963231495423,-0.407157858615766,-0.6143127600679158,-0.8443461469264101,-0.3298311975133817,-0.2796916190048328
-0.42963485432259124,-0.4836264187114872,-0.4346115796608036,-0.4102369237892181,-0.38831490618470216,-0.31682685597618465,-0.4385146738193026,-0.4385146738193026,-0.3267577143373224,-0.1997581449758536,-0.4024018649405312,-0.4022040040285584,-0.5138476457580865,-0.371765952843674,-0.6418806377797883,-0.4521408683455442,-1.1839189427028731,-0.8443461469264101,-0.3417515774470295,-0.2796916190048328
-0.32055043333979394,-0.35857847692027794,-0.34284977108455295,-0.33240541255648104,-0.31537315474955707,-0.28212173464030815,-0.4385146738193026,-0.4385146738193026,-0.27766040680831416,-0.1997581449758536,-0.32259565400824564,-0.331702611826654,-0.3701465758721456,-0.3019462601305579,-0.19312769388905038,-0.3171918391562097,-0.2978648808262742,-0.8443461469264101,-0.25830891791149485,-0.2796916190048328
-0.2932793280940946,-0.3472104822119862,-0.34284977108455295,-0.33240541255648104,-0.31807470109900693,-0.28906275890748345,-0.3353763051078758,-0.3353763051078758,-0.2874798683141158,-0.16868560164911736,-0.3263959497669259,-0.331702611826654,-0.357082842246151,-0.30660090631143233,-0.41750416583441935,-0.3171918391562097,-0.48773360837125995,-0.23407615954395525,-0.24638853797784704,-0.2796916190048328
-0.3016704374004637,-0.35857847692027794,-0.3581434058472614,-0.3453773310952706,-0.3261793401473564,-0.29253327104107113,-0.4385146738193026,-0.4385146738193026,-0.2923895990670166,-0.1997581449758536,-0.3339965412842864,-0.3434528438603047,-0.3701465758721456,-0.31125555249230674,-0.34271200851929634,-0.3396833440210988,-0.4244440325229301,-0.8443461469264101,-0.25830891791149485,-0.2796916190048328
-0.3855815304641539,-0.3926824610451532,-0.37343704060996985,-0.35834924963406006,-0.31807470109900693,-0.26129866183878225,-0.4385146738193026,-0.4385146738193026,-0.25802148379671086,-0.1997581449758536,-0.3187953582495654,-0.35520307589395544,-0.4093377767501295,-0.28798232158793474,-0.19312769388905038,-0.36217484888598783,0.05022778633953431,-0.8443461469264101,-0.25830891791149485,-0.2796916190048328
-0.07511048612850009,-0.04027462508810898,-0.03697707583038409,-0.07296704178069097,-0.08304016869687275,-0.09124356729298756,-0.025961198973595438,-0.025961198973595438,-0.0518127921748763,-0.16247109298377013,-0.029972880589865226,-0.014446346918084295,0.03482916653368771,-0.03663142782071705,0.4800017219470564,-0.22722581969665337,1.3793088791544346,0.37619382783849953,0.05162096036334814,-0.2796916190048328
-0.4086570810566687,-0.3926824610451532,-0.3581434058472614,-0.3453773310952706,-0.3342839791957058,-0.2994742953082464,-0.4385146738193026,-0.4385146738193026,-0.29729932981991747,-0.1997581449758536,-0.34539742856032724,-0.3434528438603047,-0.3962740431241349,-0.33918342957755315,-0.4922963231495423,-0.36217484888598783,-0.7092471238404088,-0.8443461469264101,-0.3179108175797339,-0.2796916190048328
-0.43383040897577574,-0.42678644517002845,-0.41931794489809515,-0.39726500525042857,-0.36940408173855344,-0.313356343842597,-0.3353763051078758,-0.3353763051078758,-0.32184798358442157,-0.19665089064317998,-0.3796000903884496,-0.39045377199490766,-0.4485289776281134,-0.3484927219393019,-0.5670884804646653,-0.4296493634806551,-0.8041814876129016,-0.23407615954395525,-0.3059904376460861,-0.2796916190048328
-0.3939726397705229,-0.3699464716285697,-0.29696886679642764,-0.29348965694011253,-0.361299442690204,-0.31682685597618465,-0.3353763051078758,-0.3353763051078758,-0.3267577143373224,-0.1997581449758536,-0.36439890735372854,-0.2964519157257018,-0.3832103094981403,-0.3252194910349299,-0.5670884804646653,-0.24971732456154244,-0.8041814876129016,-0.23407615954395525,-0.24638853797784704,-0.2796916190048328
-0.0981860367210149,-0.07437860921298423,-0.02168344106767565,-0.05999512324190146,-0.23432676426606255,-0.25782814970519463,-0.12909956768502223,-0.12909956768502223,-0.2678409453025125,-0.16247109298377013,-0.22378796428255873,-0.08494773911998867,-0.05661696884827466,-0.1855801056086979,-0.34271200851929634,0.15512976300646095,-0.7282339965949073,0.37619382783849953,-0.13910511857501678,-0.05730917448635444
-0.3142571013600172,-0.38131446633686145,-0.37343704060996985,-0.35834924963406006,-0.33968707189460545,-0.2994742953082464,-0.4385146738193026,-0.4385146738193026,-0.30220906057281827,-0.1997581449758536,-0.3491977243190075,-0.35520307589395544,-0.3962740431241349,-0.3252194910349299,-0.41750416583441935,-0.36217484888598783,-0.4244440325229301,-0.8443461469264101,-0.27022929784514266,-0.2796916190048328
-0.19048823909107412,-0.06301061450469247,-0.15932615393205163,-0.176742390091007,-0.1992066617232149,-0.11206664009451345,-0.3353763051078758,-0.3353763051078758,-0.115639291962587,-0.19665089064317998,-0.0869773169700692,-0.10844820318729013,0.008701699281698458,-0.06455930490596345,-0.41750416583441935,-0.38466635375087693,-0.551023184219586,-0.23407615954395525,-0.29407005771243827,0.05388204777288474
-0.2953771054206869,0.027933343161641512,0.024197463220449678,-0.021079367625532947,-0.26674532045946037,-0.16065380996474052,-0.4385146738193026,-0.4385146738193026,-0.10581983045678536,-0.1997581449758536,-0.060375246659307345,-0.049697043019036484,0.07402036741167158,-0.09248718199120987,-0.4922963231495423,0.2226042776011282,-0.6143127600679158,-0.8443461469264101,-0.3298311975133817,-0.2796916190048328
-0.4128526357098532,-0.3017385033788192,-0.2205006929828854,-0.22863006424616503,-0.3450901645935051,-0.31682685597618465,-0.4385146738193026,-0.4385146738193026,-0.3267577143373224,-0.1997581449758536,-0.34159713280164694,-0.23770075555744816,-0.3048279077421725,-0.2972916139496835,-0.5670884804646653,-0.13725980023709705,-0.8855537994178954,-0.8443461469264101,-0.29407005771243827,-0.2796916190048328
-0.34152820660571653,-0.38131446633686145,-0.37343704060996985,-0.35834924963406006,-0.33968707189460545,-0.2994742953082464,-0.4385146738193026,-0.4385146738193026,-0.30220906057281827,-0.1997581449758536,-0.3491977243190075,-0.35520307589395544,-0.3962740431241349,-0.3252194910349299,-0.41750416583441935,-0.36217484888598783,-0.4244440325229301,-0.8443461469264101,-0.25830891791149485,-0.2796916190048328
-0.14853269255922902,-0.13121858275444298,-0.09815161488121787,-0.12485471593584899,-0.15598192013201784,-0.14677176143038992,-0.3353763051078758,-0.3353763051078758,-0.115639291962587,-0.1997581449758536,-0.12117997879819159,-0.1319486672545916,-0.10887190335225315,-0.14368828998082828,0.03124877805631855,-0.15975130510198612,0.5248996052019987,-0.23407615954395525,-0.10334397877407335,-0.2796916190048328
-0.39187486244393066,-0.4836264187114872,-0.4346115796608036,-0.4102369237892181,-0.38831490618470216,-0.31682685597618465,-0.4385146738193026,-0.4385146738193026,-0.3267577143373224,-0.1997581449758536,-0.4024018649405312,-0.4022040040285584,-0.5138476457580865,-0.371765952843674,-0.6418806377797883,-0.4521408683455442,-1.1839189427028731,-0.8443461469264101,-0.3417515774470295,-0.2796916190048328
0.11368947326480287,0.5167571156181867,0.008903828457741236,-0.03405128616432245,0.13308353925911268,0.0892230636535701,0.38659227587211176,0.38659227587211176,-0.007625215398768891,-0.1313985496570339,0.1638422031028283,-0.03794681098538575,0.583505978825462,0.196100881223003,0.7043781938924254,-0.06978528564242982,1.1838557772698908,0.9864638152209544,0.21850627943441744,-0.1685003967455936
0.7744893311413633,0.8123249780337721,0.865347375169414,1.0296460340164169,0.6490788920040279,0.45362683768027307,1.0054224881406726,1.0054224881406726,0.3409656680571896,0.14825434028359213,0.4374634977278074,1.0078238400095292,0.5965697124514565,0.28453915865961665,0.6295860365773024,0.739908889493577,0.6716163492140346,2.8172737773683187,0.4092323583727823,0.27626449229136313
-0.28279044146113336,-0.26763451925394394,-0.23579432774559386,-0.2416019827849545,-0.23162521791661272,-0.19188841916702934,-0.23223793639644902,-0.23223793639644902,-0.1549171379857936,-0.19043638197783272,-0.1971858939717969,-0.22595052352379744,-0.26563670686418867,-0.1762708132469491,0.8539625085226713,-0.4296493634806551,6.410830159096558,-0.23407615954395525,-0.21062739817690362,-0.2796916190048328
