CountDeclMethodPrivate,AvgLineCode,CountLine,MaxCyclomatic,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,SumCyclomaticStrict,AvgCyclomatic,AvgLine,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclFunction,CountLineComment,CountDeclClass,CountDeclMethod,SumCyclomaticModified,CountLineCodeDecl,CountDeclMethodProtected,CountDeclInstanceVariable,MaxCyclomaticStrict,CountDeclMethodPublic,CountLineCodeExe,SumCyclomatic,SumEssential,CountStmtDecl,CountLineCode,CountStmtExe,RatioCommentToCode,CountLineBlank,CountStmt,MaxCyclomaticModified,CountSemicolon,AvgLineBlank,CountDeclInstanceMethod,AvgCyclomaticStrict,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Max,CountInput_Mean,CountInput_Min,CountOutput_Max,CountOutput_Mean,CountOutput_Min,CountPath_Max,CountPath_Mean,CountPath_Min,MaxNesting_Max,MaxNesting_Mean,MaxNesting_Min,COMM,ADEV,DDEV,Added_lines,Del_lines,OWN_LINE,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_COMMIT,MAJOR_LINE
0.0,0.7142857142857143,1.4301994301994303,0.75,0.0,0.0,0.5,0.7222222222222222,1.0,1.1111111111111112,0.0,1.6666666666666667,1.0,0.6,1.7307692307692308,0.0,0.6,0.8235294117647058,0.8214285714285714,0.5,1.0909090909090908,0.6,0.7142857142857143,0.98,0.8235294117647058,0.7,0.5666666666666667,0.9299065420560748,1.0909090909090908,0.16412108843785328,1.0,0.8253968253968254,0.75,0.8421052631578947,1.0,0.6666666666666666,1.0,0.125,0.6666666666666666,17.0,0.8333333333333334,1.0,2.3333333333333335,1.2648952206776114,1.0,0.7777777777777778,0.4649773085756615,0.0,0.75,0.7066197505898894,0.0,1.5,0.41106881666286915,0.0,1.3333333333333333,1.3333333333333333,1.5,1.7573483427141963,14.4375,-0.670185866094516,-1.2641905784749854,0.0,1.0,1.5,1.0
7.0,3.5714285714285716,2.1709401709401708,4.0,0.0,2.0,0.0,3.0555555555555554,5.0,3.111111111111111,0.0,1.3333333333333333,4.0,0.6,0.8589743589743589,0.0,0.6,2.9411764705882355,0.9642857142857143,-0.5,0.7272727272727273,3.2,0.0,3.62,3.2941176470588234,3.0,0.9,2.883177570093458,3.6666666666666665,-0.6975146258608766,0.47619047619047616,2.3333333333333335,4.0,2.126315789473684,0.0,0.6666666666666666,5.0,-0.052083333333333336,-0.6666666666666666,0.0,0.16666666666666666,0.0,1.5,1.5546736532927825,1.0,1.1111111111111112,1.5917889748413268,0.0,2.75,4.011106231289666,0.0,2.5,2.9505109999464403,0.0,0.0,0.0,-0.5,1.9099437148217635,0.0625,-0.5775564680668899,1.0215237072392955,0.0,0.0,-0.5,1.0
0.0,2.0,0.05698005698005698,0.75,0.0,0.0,0.0,-0.05555555555555555,1.0,2.3333333333333335,0.0,1.0,1.0,-0.2,-0.10256410256410256,1.0,-0.2,-0.058823529411764705,0.14285714285714285,-0.5,-0.36363636363636365,0.8,-0.14285714285714285,0.3,-0.058823529411764705,-0.3,0.23333333333333334,0.14485981308411214,0.2727272727272727,-0.44107542517673093,0.3333333333333333,0.23809523809523808,0.75,0.37894736842105264,5.0,-0.2222222222222222,2.0,0.2604166666666667,0.0,0.0,1.1666666666666667,1.0,-0.3333333333333333,-0.7474550058166112,0.0,2.3333333333333335,3.330695867226591,0.0,1.25,2.2861227224967053,0.0,0.5,0.7778771320260525,0.0,0.6666666666666666,0.6666666666666666,1.0,0.05128205128205128,0.125,-0.6355823208182076,-1.7784762927607003,0.0,0.0,1.0,1.0
0.0,1.2857142857142858,5.133903133903134,2.0,0.0,1.0,4.5,5.777777777777778,2.0,1.4444444444444444,1.0,1.6666666666666667,2.0,2.7,3.9871794871794872,3.0,2.7,5.470588235294118,5.178571428571429,4.5,1.0909090909090908,2.2,2.5714285714285716,5.2,5.470588235294118,4.2,4.466666666666667,4.827102803738318,4.909090909090909,-0.37953001701253586,3.7142857142857144,4.682539682539683,2.0,4.421052631578948,1.0,2.888888888888889,3.0,0.17708333333333334,-0.6666666666666666,1.0,4.0,2.0,1.1666666666666667,0.658171627389605,1.0,1.7777777777777777,1.4131162916487368,0.0,8.75,4.357921439759338,0.0,1.5,1.1595560547688273,0.0,7.666666666666667,7.666666666666667,3.0,5.699812382739212,22.3125,-1.079166848883547,-0.9015532158376263,3.0,1.0,1.5,1.0
0.0,3.142857142857143,-0.10826210826210826,0.25,0.0,0.0,-0.5,-0.2777777777777778,1.0,2.7777777777777777,0.0,0.0,1.0,-0.3,-0.32051282051282054,0.0,-0.3,-0.23529411764705882,0.07142857142857142,-0.5,-0.36363636363636365,0.2,-0.2857142857142857,0.44,-0.23529411764705882,-0.4,0.0,0.08878504672897196,0.30303030303030304,-0.6359692176966817,0.047619047619047616,0.14285714285714285,0.25,0.3157894736842105,5.0,-0.3333333333333333,1.0,-0.78125,0.0,0.0,1.6666666666666667,0.0,-0.3333333333333333,-0.3047379559878817,1.0,1.7777777777777777,4.325350609670987,1.0,0.25,0.8001429528738476,0.0,0.0,0.4569198560832674,0.0,1.0,1.0,1.0,-0.08630393996247655,0.3125,0.25260195440226657,-0.978476292760704,0.0,0.0,1.0,-0.5
3.0,0.5714285714285714,0.43874643874643876,1.0,0.0,1.0,0.5,0.8888888888888888,2.0,0.1111111111111111,0.0,-0.6666666666666666,2.0,0.5,-0.10256410256410256,0.0,0.5,1.0,0.7857142857142857,1.0,0.7272727272727273,0.8,0.0,0.78,1.0,1.2,0.8,0.6962616822429907,0.8484848484848485,-0.6975146258608766,0.7142857142857143,0.8095238095238095,1.0,0.7578947368421053,0.0,0.5555555555555556,2.0,0.07291666666666667,2.0,1.0,0.0,0.0,0.0,0.06714436586825118,0.0,0.5555555555555556,1.0200363886250439,0.0,0.75,0.9373103162236498,0.0,1.0,1.4197916839116227,0.0,0.3333333333333333,0.3333333333333333,0.0,0.38398999374609133,0.0625,0.8231167017537543,0.02152370723929593,0.0,-1.0,0.0,1.0
0.0,-0.2857142857142857,1.190883190883191,0.25,0.0,0.0,1.5,0.9444444444444444,0.0,-0.2222222222222222,0.0,0.3333333333333333,0.0,1.8,1.3076923076923077,3.0,1.8,1.0588235294117647,1.1785714285714286,2.0,0.0,0.2,2.0,0.58,1.0588235294117647,1.9,1.2,0.8551401869158879,0.6363636363636364,0.010257568027365844,0.9523809523809523,0.8888888888888888,0.25,0.8421052631578947,0.0,2.0,0.0,0.2604166666666667,1.0,1.0,0.16666666666666666,1.0,4.666666666666667,0.445956171982573,0.0,0.0,-0.15558563806339787,0.0,0.125,-0.13915529615196778,0.0,0.5,-0.18499469580230263,0.0,0.0,0.0,0.0,1.0594121325828643,0.4375,-0.9356404861454913,-0.978476292760704,0.0,0.5,0.0,0.5
1.0,-0.42857142857142855,0.8034188034188035,0.5,1.0,0.0,3.5,0.7777777777777778,0.0,-0.5555555555555556,2.0,-0.3333333333333333,0.0,1.5,0.6538461538461539,1.0,1.5,0.8823529411764706,1.0357142857142858,-0.5,2.1818181818181817,0.4,2.0,0.44,0.8823529411764706,1.6,0.9333333333333333,0.6869158878504673,0.5151515151515151,-0.24618163265678003,1.0,0.6984126984126984,0.5,0.631578947368421,0.0,1.4444444444444444,0.0,0.16666666666666666,0.0,0.0,-0.6666666666666666,1.0,0.16666666666666666,0.040581342878527264,1.0,0.1111111111111111,-0.5867135799389563,0.0,0.5,-0.057153068062415185,0.0,0.5,-0.17104003163087755,0.0,-0.3333333333333333,-0.3333333333333333,-0.5,0.6966854283927455,-0.125,0.586403814518977,0.02152370723929593,0.0,-0.5,-0.5,1.0
3.0,0.0,1.7150997150997151,1.0,0.0,0.0,0.5,1.1111111111111112,0.0,0.1111111111111111,0.0,0.6666666666666666,0.0,1.3,2.4615384615384617,1.0,1.3,1.0588235294117647,0.75,2.0,2.1818181818181817,1.0,0.8571428571428571,0.68,1.0588235294117647,1.2,0.6333333333333333,0.7710280373831776,0.8484848484848485,0.7077721938882425,1.4761904761904763,0.7301587301587301,1.0,0.6105263157894737,0.0,1.4444444444444444,1.0,0.09375,1.0,1.0,0.16666666666666666,0.0,0.3333333333333333,0.16749356382943045,0.0,0.6666666666666666,-0.1378437474512347,0.0,2.75,0.7620409074988997,0.0,0.0,-0.13914365638190443,0.0,0.6666666666666666,0.6666666666666666,0.5,1.5622263914946841,1.75,-1.2669644323078164,-0.5784762927607027,0.0,1.0,0.5,0.5
0.0,1.4285714285714286,0.42735042735042733,1.0,0.0,0.0,0.0,0.2222222222222222,2.0,1.1111111111111112,0.0,0.0,2.0,-0.1,0.6025641025641025,0.0,-0.1,0.29411764705882354,0.14285714285714285,-0.5,0.36363636363636365,0.8,0.0,0.26,0.29411764705882354,-0.2,0.1,0.2570093457943925,0.15151515151515152,0.11283324830102429,0.23809523809523808,0.1111111111111111,1.0,0.08421052631578947,2.0,-0.1111111111111111,2.0,-0.17708333333333334,-0.6666666666666666,0.0,-0.6666666666666666,1.0,0.16666666666666666,0.22652250380659372,0.0,0.2222222222222222,0.6527792529532723,-1.0,1.75,3.2005718114953834,0.0,1.0,1.633763201206817,0.0,1.3333333333333333,1.3333333333333333,0.5,0.4640400250156348,2.25,0.6808270811422397,-0.40704772133212924,0.0,-0.5,0.5,0.5
0.0,-0.42857142857142855,0.045584045584045586,0.0,0.0,0.0,-0.5,0.2777777777777778,0.0,-0.6666666666666666,0.0,-0.3333333333333333,0.0,0.7,0.08974358974358974,0.0,0.7,0.35294117647058826,-0.03571428571428571,-0.5,0.0,0.0,1.1428571428571428,-0.1,0.35294117647058826,0.6,-0.06666666666666667,0.02336448598130841,-0.06060606060606061,-0.08206054421892664,0.14285714285714285,-0.07936507936507936,0.0,-0.16842105263157894,0.0,0.7777777777777778,0.0,-0.78125,-0.6666666666666666,0.0,-0.16666666666666666,1.0,-0.3333333333333333,-0.4375530709365006,1.0,-0.2222222222222222,0.15545188173108337,1.0,0.0,-0.17145920418725258,0.0,0.0,-0.23084573522270085,0.0,-0.3333333333333333,-0.3333333333333333,-0.5,0.031269543464665414,-0.125,0.35523817838203914,0.02152370723929593,0.0,0.0,-0.5,-0.5
2.0,0.14285714285714285,7.0085470085470085,2.0,0.0,0.0,0.0,7.055555555555555,1.0,0.1111111111111111,0.0,0.3333333333333333,1.0,7.5,5.67948717948718,5.0,7.5,7.235294117647059,6.107142857142857,-0.5,5.454545454545454,1.8,10.571428571428571,5.76,7.235294117647059,8.2,5.9,6.331775700934579,6.090909090909091,-0.3384997449030725,5.666666666666667,5.984126984126984,2.0,5.473684210526316,0.0,8.333333333333334,1.0,0.1875,-0.6666666666666666,0.0,2.6666666666666665,1.0,2.5,0.17339645782714613,0.0,0.8888888888888888,-0.13911894583898493,0.0,1.75,0.46579750470870523,0.0,1.5,0.06955762649714822,0.0,1.6666666666666667,1.6666666666666667,1.0,6.142589118198874,0.375,-0.23315860117527812,-0.7284762927607025,0.0,0.5,1.0,1.5
0.0,-0.42857142857142855,-0.07977207977207977,-0.25,0.0,0.0,0.0,-0.05555555555555555,0.0,-0.6666666666666666,0.0,-0.3333333333333333,0.0,0.3,-0.05128205128205128,1.0,0.3,0.0,0.10714285714285714,-0.5,1.0909090909090908,-0.2,0.5714285714285714,-0.16,0.0,0.2,0.1,-0.04205607476635514,-0.09090909090909091,-0.1641210884378534,-0.047619047619047616,-0.015873015873015872,-0.25,0.0,0.0,0.3333333333333333,0.0,-0.09375,0.6666666666666666,0.0,0.3333333333333333,0.0,-0.3333333333333333,-0.3047379559878817,1.0,0.2222222222222222,-0.4948992960210135,0.0,-0.125,-0.22861227224966776,0.0,-0.5,-0.5059519717450877,0.0,0.3333333333333333,0.3333333333333333,0.5,-0.08130081300813008,-0.0625,0.777697411721027,-1.478476292760701,0.0,-0.5,0.5,0.0
0.0,-0.14285714285714285,1.8632478632478633,0.75,0.0,0.0,0.0,1.6666666666666667,1.0,0.1111111111111111,0.0,1.0,1.0,2.0,2.2435897435897436,1.0,2.0,1.7647058823529411,1.25,3.5,0.7272727272727273,0.6,1.8571428571428572,0.98,1.7647058823529411,1.9,1.0666666666666667,1.2009345794392523,1.303030303030303,0.19489379251995081,1.3333333333333333,1.1746031746031746,0.75,1.0105263157894737,0.0,2.2222222222222223,1.0,0.041666666666666664,1.0,2.0,1.1666666666666667,0.0,0.8333333333333334,0.9596619383229699,0.0,0.7777777777777778,0.14780069140458654,0.0,0.75,0.18288981779973848,0.0,2.0,0.29090747197493066,0.0,0.0,0.0,0.0,1.5772357723577235,-0.125,-1.3039431957979526,-0.978476292760704,0.0,1.0,0.0,1.5
12.0,0.7142857142857143,3.2364672364672367,1.75,0.0,0.0,-0.5,3.7777777777777777,1.0,0.5555555555555556,0.0,0.3333333333333333,1.0,2.8,2.141025641025641,7.0,2.8,3.588235294117647,3.2142857142857144,4.5,2.5454545454545454,1.8,1.0,3.16,3.588235294117647,3.5,2.8,3.369158878504673,3.0303030303030303,-0.49236326531356006,2.142857142857143,2.9047619047619047,1.75,2.5894736842105264,0.0,3.111111111111111,1.0,0.03125,-0.3333333333333333,2.0,2.3333333333333335,1.0,2.1666666666666665,1.2005000134297972,1.0,0.4444444444444444,0.3536872674630046,-1.0,0.875,0.5195733460219791,0.0,1.0,0.4722035358900668,0.0,0.6666666666666666,0.6666666666666666,0.5,2.8830519074421512,3.0,-0.6454548030127936,-0.5784762927607027,0.0,1.0,0.5,0.5
0.0,-0.2857142857142857,0.2678062678062678,0.25,0.0,0.0,0.0,0.2777777777777778,0.0,-0.1111111111111111,0.0,0.6666666666666666,0.0,0.5,0.4358974358974359,0.0,0.5,0.35294117647058826,0.14285714285714285,0.0,1.0909090909090908,0.2,0.7142857142857143,-0.06,0.35294117647058826,0.4,0.13333333333333333,0.10747663551401869,0.09090909090909091,0.18463622449258496,0.2857142857142857,0.09523809523809523,0.25,0.042105263157894736,0.0,0.5555555555555556,0.0,0.07291666666666667,-0.6666666666666666,0.0,0.0,1.0,-0.16666666666666666,-0.0922337720700916,0.0,0.0,-0.5867135799389563,-1.0,0.125,0.04572245444993629,0.0,0.5,0.3499340974356728,0.0,0.3333333333333333,0.3333333333333333,0.0,0.24640400250156347,0.25,-0.24937918876895981,0.02152370723929593,0.0,0.5,0.0,-0.5
0.0,-0.14285714285714285,0.005698005698005698,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.6666666666666666,0.0,0.1,0.2948717948717949,0.0,0.1,-0.058823529411764705,-0.17857142857142858,-0.5,0.36363636363636365,0.6,0.2857142857142857,-0.14,-0.058823529411764705,0.0,-0.2,-0.16355140186915887,-0.09090909090909091,0.7180297619156084,0.0,-0.15873015873015872,0.0,-0.14736842105263157,0.0,0.1111111111111111,1.0,-0.2604166666666667,1.0,1.0,-0.5,0.0,1.0,1.2005000134297972,1.0,-0.2222222222222222,0.42324354315841517,1.0,0.0,-0.11430613612483037,0.0,0.0,-0.024516057830910105,0.0,-0.3333333333333333,-0.3333333333333333,-0.5,0.0012507817385866166,-0.125,-1.2887230198169823,0.02152370723929593,0.0,1.0,-0.5,0.0
