Added_lines,Del_lines,ADEV,COMM,OWN_COMMIT,CountClassCoupled,CountInput_Mean,MAJOR_COMMIT,CountPath_Mean,CountOutput_Mean,DDEV,CountStmtExe,MaxNesting_Mean,CountPath_Max,CountLineCode,CountStmt,CountLineCodeExe,CountOutput_Max,MaxCyclomaticModified,AvgLineCode
0.21379310344827587,0.9347826086956522,0.8,0.8,0.3990310039013798,0.6,-0.2829177640145169,0.0,0.38642008128623084,0.5706281446334538,0.0,0.05333333333333334,0.7251289662102999,0.18181818181818182,0.07976366322008863,0.10256410256410256,0.1162227602905569,0.1,0.16666666666666666,0.4
-0.12413793103448276,0.6521739130434783,-0.2,-0.2,0.3990310039013798,-0.4,1.4668740645050986,0.0,-0.11270585704181674,-0.5096299636553938,0.0,-0.06666666666666667,0.6421088341218195,0.0,-0.056129985228951254,-0.05128205128205128,-0.08716707021791767,0.1,0.0,-0.6
1.6551724137931034,5.782608695652174,0.2,0.2,0.06569767056804676,-0.2,-0.1441749417904796,0.5,1.2820291238506643,0.32712734153555917,0.5,0.5066666666666667,1.7908999118961424,0.36363636363636365,0.26292466765140327,0.4358974358974359,0.3583535108958838,0.2,0.6666666666666666,1.0
0.2,-0.08695652173913043,0.0,0.0,0.3990310039013798,0.2,-0.2698596160404892,0.0,0.0,-0.13773782801497028,0.0,-0.09333333333333334,0.0,-0.09090909090909091,-0.050221565731166914,-0.06837606837606838,0.0,-0.1,-0.16666666666666666,0.6
-0.2206896551724138,-0.10869565217391304,-0.4,-0.4,-0.6009689960986202,-0.2,0.7127660190050407,-0.5,-0.33811757112544993,-0.5509513120598853,-0.5,-0.2,-0.7588558948712467,-0.18181818181818182,-0.2274741506646972,-0.2564102564102564,-0.21307506053268765,-0.4,-0.3333333333333333,-0.6
10.482758620689655,12.108695652173912,9.2,9.2,-0.08013566276528716,18.4,1.3419649024368066,1.0,4.384308837052028,1.760052607756923,1.0,24.48,0.29864651346545856,35.18181818181818,20.576070901033972,23.256410256410255,26.033898305084747,3.8,2.5,1.8
-0.04827586206896552,0.0,0.2,0.2,0.3990310039013798,-0.4,-0.3917356637980759,0.0,-0.15027447605575747,-0.4132134840449151,0.0,-0.2,-0.030354235794849898,-0.09090909090909091,-0.23338257016248154,-0.26495726495726496,-0.2033898305084746,-0.4,-0.16666666666666666,-0.4
3.4551724137931035,10.326086956521738,2.6,2.6,0.13236433723471275,3.0,-0.08704554440411157,1.0,0.6480586779904456,0.6112116118164383,1.0,0.8533333333333334,1.0623982528197455,0.9090909090909091,0.8596750369276218,0.9487179487179487,0.9200968523002422,1.0,1.1666666666666667,1.0
2.1379310344827585,8.673913043478262,3.4,3.4,-0.1799163645196732,4.0,0.30469889481669893,1.5,0.21921908457584163,-0.037840062641475054,1.5,3.0533333333333332,-0.18441014219451862,1.3636363636363635,2.655834564254062,3.0598290598290596,2.314769975786925,0.3,1.0,-0.2
1.3655172413793104,1.8695652173913044,1.4,1.4,-0.045413440543064176,-0.2,0.021772355379447383,1.0,0.3327506255520296,0.9051342983840996,1.0,1.0266666666666666,-0.05059039299141681,0.9090909090909091,1.0310192023633677,1.1538461538461537,1.0169491525423728,0.9,0.8333333333333334,0.6
0.6275862068965518,0.3695652173913043,0.2,0.2,0.3990310039013798,0.6,0.4613966705050215,0.0,-0.11270585704181674,-0.09641647961047874,0.0,0.013333333333333334,0.05059039299141681,0.09090909090909091,0.04431314623338257,0.017094017094017096,-0.009685230024213076,0.0,0.16666666666666666,-0.4
0.10344827586206896,0.0,0.2,0.2,0.3990310039013798,-0.4,-0.08704554440411157,0.0,-0.15027447605575747,-0.4132134840449151,0.0,-0.2,-0.030354235794849898,-0.09090909090909091,-0.23338257016248154,-0.26495726495726496,-0.2033898305084746,-0.4,-0.16666666666666666,-0.4
2.489655172413793,1.8695652173913044,1.2,1.2,0.0240310039013798,5.8,0.8841542111641447,0.5,66.44010272615091,2.8064082458050494,0.5,0.96,0.8968296939387418,84.81818181818181,1.5568685376661744,1.188034188034188,2.2857142857142856,4.0,1.6666666666666667,6.0
-0.020689655172413793,0.043478260869565216,2.4,2.4,-0.029540424670049248,10.4,-0.5440807234950557,1.5,-0.33811757112544993,0.2754756560299448,1.5,0.49333333333333335,-0.7588558948712467,-0.18181818181818182,0.19202363367799113,0.37606837606837606,0.30024213075060535,-0.3,-0.3333333333333333,10.8
0.2620689655172414,0.10869565217391304,0.4,0.4,0.3990310039013798,0.4,1.1698011980959848,0.0,0.366294035385904,0.2754756560299448,0.0,-0.08,0.8600366808540756,0.09090909090909091,-0.12112259970457903,-0.15384615384615385,-0.08716707021791767,0.1,0.16666666666666666,0.2
40.96551724137931,48.26086956521739,27.4,27.4,0.13284395354166778,15.2,-0.3267543587140552,1.5,0.24499725006246356,0.05352844501055751,3.5,26.933333333333334,0.015828895966639615,2.4545454545454546,26.159527326440177,28.70940170940171,26.062953995157386,1.3,3.0,0.2
0.9379310344827586,3.4347826086956523,0.4,0.4,-0.1009689960986202,1.0,0.3940441177968829,1.0,0.16609284195635948,0.1884833435994379,1.0,0.6,0.5038803141945079,0.45454545454545453,0.6587887740029542,0.7350427350427351,0.6004842615012107,0.6,0.5,0.2
0.10344827586206896,0.0,0.2,0.2,0.3990310039013798,-0.2,-0.2393906041010914,0.0,-0.15027447605575747,-0.4132134840449151,0.0,-0.2,-0.030354235794849898,-0.09090909090909091,-0.22156573116691286,-0.24786324786324787,-0.2033898305084746,-0.4,-0.16666666666666666,-0.4
1.0206896551724138,3.1956521739130435,2.4,2.4,0.2561738610442368,-0.4,-1.001115902586,0.5,-0.05635292852090837,-0.3443445700374278,0.5,-0.2,0.15177117897424935,-0.09090909090909091,-0.21565731166912852,-0.23076923076923078,-0.21307506053268765,-0.3,-0.16666666666666666,-0.2
0.19310344827586207,0.3695652173913043,0.8,0.8,0.06569767056804676,0.4,5.797282386391794,0.5,0.7419802255252947,0.034434457003745735,0.5,1.04,0.4086147126229796,1.0909090909090908,0.9601181683899557,1.0256410256410255,0.9491525423728814,0.2,0.6666666666666666,0.4
-0.2206896551724138,-0.10869565217391304,-0.4,-0.4,-0.6009689960986202,-0.6,-1.4581510816769438,-0.5,-0.33811757112544993,-0.5509513120598853,-0.5,-0.2,-0.7588558948712467,-0.18181818181818182,-0.26292466765140327,-0.28205128205128205,-0.21307506053268765,-0.5,-0.3333333333333333,0.2
0.2,-0.08695652173913043,0.0,0.0,0.3990310039013798,0.2,-0.2698596160404892,0.0,0.0,-0.13773782801497028,0.0,-0.09333333333333334,0.0,-0.09090909090909091,-0.050221565731166914,-0.06837606837606838,0.0,-0.1,-0.16666666666666666,0.6
0.6,0.4782608695652174,0.0,0.0,-0.1009689960986202,0.6,0.21764457498985273,0.5,0.22541171408363322,0.34434457003743185,0.5,0.05333333333333334,0.0,0.09090909090909091,0.0206794682422452,0.05128205128205128,0.048426150121065374,0.2,0.16666666666666666,0.2
1.6482758620689655,1.0,2.2,2.2,0.3990310039013798,1.8,3.3286910572229376,0.0,0.3440494583381749,0.2972237341375725,0.0,0.5733333333333334,0.5020123612225191,0.18181818181818182,0.6174298375184638,0.48717948717948717,0.5617433414043583,0.0,0.3333333333333333,0.2
1.806896551724138,1.2608695652173914,1.2,1.2,0.3990310039013798,1.4,1.1099513532150285,0.0,0.4132548091533257,0.17709149316210712,0.0,0.7066666666666667,0.6287663128933152,0.18181818181818182,0.7119645494830132,0.5897435897435898,0.6585956416464891,0.0,0.3333333333333333,0.2
-0.013793103448275862,0.043478260869565216,0.0,0.0,0.3990310039013798,2.8,-0.04549689175948073,0.0,0.7377110642737094,0.6886891400748598,0.0,0.18666666666666668,-0.011674706074942755,1.3636363636363635,0.23338257016248154,0.24786324786324787,0.22276029055690072,1.1,0.5,0.2
0.10344827586206896,0.0,0.2,0.2,0.3990310039013798,-0.4,0.36998963468683255,0.0,-0.15027447605575747,-0.27547565602994056,0.0,-0.2,-0.030354235794849898,-0.09090909090909091,-0.23338257016248154,-0.26495726495726496,-0.2033898305084746,-0.3,-0.16666666666666666,-0.4
9.675862068965516,29.804347826086957,3.2,3.2,0.1768087816791578,3.4,0.5321634079126517,1.5,8.405675531634861,1.315174099755858,1.5,3.36,1.2766634466657394,21.636363636363637,2.58493353028065,3.1538461538461537,3.1767554479418885,1.6,1.5,1.8
7.441379310344828,12.347826086956522,1.4,1.4,0.3990310039013798,4.0,0.23181620845003503,0.0,0.9593103180768584,0.07367372196149626,0.0,2.533333333333333,0.5267352682047421,3.0,2.153618906942393,2.623931623931624,2.324455205811138,1.3,2.5,0.4
0.05517241379310345,0.06521739130434782,0.2,0.2,0.3990310039013798,0.0,0.36998963468683255,0.0,-0.15027447605575747,0.0,0.0,-0.18666666666666668,-0.030354235794849898,-0.09090909090909091,-0.20974889217134415,-0.23931623931623933,-0.18401937046004843,-0.3,-0.16666666666666666,-0.4
0.7862068965517242,5.217391304347826,0.4,0.4,-0.1009689960986202,3.0,0.8270248137777767,1.0,0.8265096183066571,1.2396404521347455,1.0,0.8,0.7925828235321937,0.9090909090909091,0.6942392909896603,0.7606837606837606,0.8038740920096852,1.1,1.6666666666666667,0.8
1.4620689655172414,1.8478260869565217,3.8,3.8,-0.22001661514623921,17.6,2.357099108995284,1.0,18.782676088751444,2.0720560214426182,1.5,13.266666666666667,0.5170509656580377,232.45454545454547,12.186115214180207,13.23076923076923,15.467312348668282,3.7,2.3333333333333335,2.4
0.9448275862068966,3.1739130434782608,1.2,1.2,0.2740310039013798,0.6,0.09179430828365058,0.5,0.5929308131330362,0.5449627108418468,0.5,1.0666666666666667,0.411950342930105,0.8181818181818182,1.0841949778434268,1.1367521367521367,1.1428571428571428,0.7,0.6666666666666666,1.0
4.682758620689655,10.73913043478261,3.4,3.4,-0.022021627677567213,6.6,0.45393487166272267,1.0,6.033213531034393,1.5488478211479466,1.0,4.506666666666667,0.49385859824953954,23.09090909090909,4.239290989660266,4.7094017094017095,5.230024213075061,3.2,1.6666666666666667,2.2
0.0,0.0,0.2,0.2,0.3990310039013798,-0.4,0.36998963468683255,0.0,-0.15027447605575747,-0.4132134840449151,0.0,-0.2,-0.030354235794849898,-0.09090909090909091,-0.23338257016248154,-0.26495726495726496,-0.2033898305084746,-0.4,-0.16666666666666666,-0.4
-0.06206896551724138,0.32608695652173914,0.0,0.0,0.3990310039013798,-0.4,0.8270248137777767,0.0,0.04930881245579473,-0.8608614250935717,0.0,0.18666666666666668,-0.21922503629613851,0.5454545454545454,0.29246676514032494,0.2564102564102564,0.3099273607748184,-0.4,0.0,-0.2
0.0896551724137931,0.5434782608695652,0.6,0.6,0.3990310039013798,-0.4,-0.6964257831920355,0.0,-0.15027447605575747,0.5509513120598895,0.0,-0.04,-0.030354235794849898,-0.09090909090909091,-0.08567208271787297,-0.03418803418803419,-0.029055690072639227,0.1,-0.16666666666666666,0.6
-0.027586206896551724,0.2391304347826087,0.4,0.4,0.1490310039013798,0.4,0.2366877074519723,0.5,11.026389680591079,0.034434457003745735,0.5,1.4666666666666666,0.8150674426394918,37.54545454545455,1.208271787296898,1.3418803418803418,1.297820823244552,0.4,1.3333333333333333,1.0
9.068965517241379,21.130434782608695,5.0,5.0,0.1768087816791578,2.2,0.6784883805732198,0.5,0.33811757112544993,0.4097700383445423,1.5,1.6533333333333333,0.18549810763519395,1.0909090909090908,1.6100443131462334,1.8803418803418803,1.694915254237288,1.3,0.5,0.2
