CountLineCodeDecl,CountPath_Mean,CountStmtDecl,CountLineCode,CountStmt,Added_lines,CountSemicolon,CountLine,CountLineBlank,Del_lines,MaxNesting_Mean,OWN_COMMIT,CountOutput_Max,OWN_LINE,CountInput_Mean,CountLineCodeExe,CountOutput_Mean,CountClassCoupled,CountStmtExe,RatioCommentToCode
0.21949008954954238,-0.04111649327428602,0.06319764614543144,0.1655622072015933,0.1570541153339738,0.5395699055205194,0.21899399507292683,0.3447621914107674,0.2761186583196098,1.9829750921527707,0.2605000898880841,-1.0889097578565632,0.701167662067919,-1.0403464268842606,0.754441705682091,0.18187080375522002,0.169502477925105,0.45568923317781174,0.22247833504084216,-0.21425189823225485
0.3132864302874889,0.0809674479786828,0.29133047017271857,1.2237197252079588,1.0494903240891504,0.6151812157930291,1.0770721471490252,0.697887262994726,-0.03931187792088132,-0.30871781724609365,3.3241333565887126,1.2757299557393005,1.124752239409721,-0.8927099415096529,0.966748215603365,1.6426766899506953,1.16171734571296,-0.06978352804133739,1.5588871389023562,-0.8606986301724635
-0.22604252895570373,0.017238094997573436,-0.1649351778818557,-0.2597259818535967,-0.19052630281277927,-0.30578933391967034,-0.09047681387255126,-0.3098773643718021,-0.12533838780465162,-0.298753935031316,0.7030248950781759,-1.6209536934156341,2.677895689662994,-0.9851938952379724,-0.7199090576600742,-0.1943973790527054,2.692913129336174,0.7184256137873863,-0.20202799089163875,-0.6683037694759729
3.080278482056912,0.09378050313377038,2.732351687264691,2.276814288582715,2.4398119966761627,2.493068675839785,2.6103593369243483,2.110387549330561,1.9106223461112457,3.238424251214757,1.163489895073275,-0.7137505725264529,1.9719213940933247,-1.692196877925919,0.3099249505344295,2.516946879416169,1.0043869789456712,2.95168484896877,2.2035078560590864,-0.6221290029088151
-0.272940699324677,-0.03766128738976795,-0.3246281547009567,-0.29010370964325316,-0.24689069494468516,-0.37396346613258885,-0.13267737872875282,-0.38865141880206977,-0.29739140757219223,-0.26886228838698295,0.315815690536846,-0.793329793657084,1.9719213940933247,0.43043016743202084,-0.3955518897247975,-0.11693040023930901,3.5687571175686745,1.1125301847017481,-0.18630553437562095,-0.8145238636053057
0.19604100436505575,-0.032593652092474903,0.22289062296453244,0.03898834141135816,0.14766004997865614,-0.14093188693206732,0.16272657526465809,-0.1278821351708388,0.1040656385520692,-0.30871781724609365,1.4774433041608357,0.24120008104110843,0.41877794384005107,1.3397396733432558,-0.12309186865916494,0.07120369116465372,0.6582601720576401,-0.20115171834612466,0.09669868291269967,-0.8606986301724635
0.45398094139440875,-0.07236357257775282,0.49665001179727697,0.12505857014871805,0.1946303767552444,0.19374112574953273,0.21899399507292683,0.23067562982210385,0.2474431550250197,-0.24893452395742763,-0.45860271854581375,-0.793329793657084,-0.28719635172961877,-1.463438749249234,0.15444504720893287,-0.03946342142591259,-0.37693469563921866,-0.06978352804133739,-0.013358512699425007,-0.3296888146501492
0.3601846006564622,-0.06933400799784947,0.3141437525754473,0.033925386779748753,0.08190159249143258,0.01400932264274751,0.07832544555225497,0.045964053916648547,0.2761186583196098,-0.3386094638904267,-0.4417675357396694,0.24120008104110843,-0.1460014926156848,0.9624570885660617,-0.14255329873528164,-0.11693040023930901,-0.7565647320102238,-0.7266244795652738,-0.07624833876349625,-0.5220836753466399
0.1725919191805691,-0.03906896386123835,0.10882421095088886,0.07949197846423339,0.10068972320206789,0.442886590745835,0.06425859060018778,0.48057952663536685,0.5628736912655108,-0.03969299744709656,-0.40328711789705196,-0.3795178437778056,0.559972802953985,-1.9915162707857836,-0.0495709105938351,0.015870134869370566,-0.36131206039761327,-0.06978352804133739,0.09669868291269967,0.1936252064443055
-0.22604252895570373,0.05102233031286032,-0.25618830749277055,-0.19897052627428385,-0.26567882565532047,-0.10126693728091472,-0.28741278320149183,-0.13331482857982277,-0.18268939439383183,0.0400180602711248,1.7355827738550607,-0.20216986525811337,-0.004806633501750825,1.1129527143466629,-0.006323288202465366,-0.2165308015708187,0.3348716225564142,-0.7266244795652738,-0.26491781695571,-0.25273087037155284
