CountDeclMethodPrivate,OWN_LINE,MINOR_LINE,CountStmt,CountStmtExe,MAJOR_LINE,MaxNesting_Max,CountLineComment,CountLine,AvgCyclomatic,CountClassCoupled,CountPath_Max,CountDeclMethodProtected,CountLineCodeExe,CountSemicolon,CountLineCode,AvgCyclomaticModified,MaxInheritanceTree,RatioCommentToCode,CountStmtDecl
0.0,0.73186119873817,2.0,63.0,36.0,4.0,3.0,162.0,317.0,2.0,10.0,4.0,0.0,46.0,48.0,111.0,2.0,4.0,1.46,27.0
2.0,0.755020080321285,2.0,102.0,55.0,2.0,2.0,79.0,249.0,3.0,5.0,112.0,0.0,71.0,76.0,138.0,3.0,1.0,0.57,47.0
0.0,0.982800982800983,1.0,96.0,46.0,1.0,2.0,194.0,407.0,2.0,21.0,10.0,1.0,85.0,78.0,156.0,1.0,2.0,1.24,50.0
4.0,0.97997138769671,1.0,449.0,354.0,1.0,1.0,142.0,699.0,1.0,8.0,8.0,1.0,409.0,412.0,498.0,1.0,4.0,0.29,95.0
0.0,0.680412371134021,2.0,38.0,18.0,0.0,4.0,29.0,97.0,4.0,1.0,10.0,0.0,33.0,29.0,59.0,4.0,1.0,0.49,20.0
0.0,1.0,1.0,4.0,0.0,0.0,0.0,43.0,52.0,1.0,2.0,1.0,0.0,0.0,3.0,5.0,1.0,0.0,8.6,4.0
0.0,0.88,2.0,6.0,0.0,0.0,3.0,31.0,50.0,1.0,1.0,1.0,0.0,1.0,5.0,10.0,1.0,0.0,3.1,6.0
1.0,0.775862068965517,2.0,85.0,40.0,0.0,2.0,50.0,174.0,2.0,10.0,5.0,1.0,75.0,76.0,103.0,2.0,4.0,0.49,45.0
0.0,0.660146699266504,2.0,116.0,71.0,1.0,5.0,154.0,409.0,3.0,14.0,9.0,0.0,86.0,85.0,202.0,3.0,1.0,0.76,45.0
1.5143744487104942,0.9598249237950756,1.0,77.03833186322798,45.990417034193,1.495208517096502,1.990417034193004,33.51437444871049,154.63895300420145,2.9808340683860077,8.0,12.894587376123042,1.504791482903498,53.08624669226296,57.08624669226296,90.10541262387696,2.9808340683860077,2.514374448710494,0.37971251102579,31.04791482903498
4.0,0.588744588744589,2.0,74.0,37.0,1.0,1.0,95.0,231.0,1.0,6.0,16.0,0.0,55.0,58.0,102.0,1.0,4.0,0.93,37.0
0.0,1.0,1.0,8.0,0.0,0.0,0.0,57.0,78.0,1.0,1.0,1.0,0.0,0.0,7.0,9.0,1.0,0.0,6.33,8.0
16.945911743513022,0.7761300072301862,2.0,843.5724154288365,591.0051214807324,5.158006788960537,4.841993211039463,1090.490650299097,3097.865471624451,3.3160135779210735,41.68611541232913,9481797.5816655,38.205708074696915,911.457851945112,584.5417460651017,1586.1989191141602,3.3160135779210735,2.4740203668816108,0.6757793889935516,252.56729394810415
0.0,0.942307692307692,2.0,39.0,18.0,0.0,1.0,20.0,104.0,2.0,4.0,2.0,0.0,32.0,29.0,68.0,2.0,1.0,0.29,21.0
0.4861920756222755,0.7759638360445048,2.4861920756222755,32.51380792437772,12.486192075622276,0.0,1.0,44.62427131939952,118.900429806954,2.0,3.972384151244551,4.917152453733653,0.0,24.27615848755449,23.541423773133175,51.13807924377724,2.0,2.5138079243777245,0.8751380792437773,20.02761584875545
0.0,0.75,2.0,75.0,30.0,0.0,3.0,70.0,196.0,2.0,11.0,6.0,0.0,51.0,59.0,108.0,2.0,4.0,0.65,45.0
0.0,0.427118644067797,4.0,273.0,219.0,4.0,3.0,87.0,590.0,2.0,14.0,8.0,3.0,278.0,177.0,446.0,2.0,1.0,0.2,54.0
0.7080912356835879,0.6705659129924273,3.0,106.91327729957024,58.54045617841794,1.2919087643164122,3.291908764316412,119.86991594935536,299.13008405064465,2.291908764316412,9.919087643164122,12.0,9.372821121152292,86.42199281496107,78.49709482820306,165.42199281496107,2.0,1.2919087643164122,0.7286991594935535,48.37282112115229
0.0,1.0,1.0,5.0,0.0,0.0,0.0,16.0,25.0,1.0,1.0,1.0,0.0,0.0,4.0,7.0,1.0,0.0,2.29,5.0
3.0,1.0,1.0,98.0,53.0,0.0,2.0,76.0,235.0,2.0,5.0,3.0,2.0,92.0,74.0,141.0,2.0,5.0,0.54,45.0
0.0,0.843971631205674,2.0,56.0,34.0,1.0,3.0,33.0,141.0,3.0,0.0,21.0,0.0,45.0,39.0,89.0,3.0,1.0,0.37,22.0
0.0,0.818181818181818,3.0,19.0,9.0,0.0,1.0,53.0,110.0,1.0,2.0,2.0,0.0,17.0,11.0,43.0,1.0,2.0,1.23,10.0
2.0,0.77491961414791,2.0,171.0,111.0,3.0,2.0,36.0,311.0,2.0,11.0,33.0,13.0,148.0,135.0,211.0,2.0,6.0,0.17,60.0
12.90661160839175,0.8983672120487752,1.5503673115773196,640.5252076223813,435.4984395027216,4.651101934731958,5.449632688422681,506.8399913364433,1842.1506456798863,7.348898065268042,46.17681374514432,29771238.659710288,1.0,705.8714888811237,457.5031689277422,1143.3353098446082,7.348898065268042,2.100734623154639,0.5058971527583506,205.02676811965975
