CountClassCoupled,COMM,MAJOR_COMMIT,ADEV,DDEV,Del_lines,Added_lines,CountStmt,CountLineCode,CountLineCodeExe,OWN_COMMIT,AvgLine,AvgLineComment,CountStmtDecl,CountSemicolon,CountLineCodeDecl,CountStmtExe,CountOutput_Max,OWN_LINE,CountLine
78.0,61.0,4.0,61.0,8.0,639.0,1323.0,815.0,1210.0,702.0,0.295081967213115,15.0,3.0,302.0,573.0,389.0,513.0,50.0,0.571347678369196,1766.0
18.908954887139107,13.454477443569552,3.7727612782152233,13.454477443569552,3.7727612782152233,62.909703007874015,145.6839605275591,150.63731579002624,202.0917932335958,114.63656766929134,0.6573363794064201,13.908954887139108,2.7727612782152233,83.95485150393701,130.1828383464567,104.36418045144356,66.68246428608924,16.726864661417324,0.4653144601138103,299.68321240682417
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,34.0
3.0,3.0,2.0,3.0,2.0,3.0,18.0,53.0,62.0,43.0,0.666666666666667,33.0,7.0,22.0,42.0,20.0,31.0,13.0,0.875,112.0
3.0,2.0,1.0,2.0,1.0,2.0,7.0,79.0,102.0,60.0,1.0,23.0,1.0,50.0,63.0,51.0,29.0,29.0,0.403973509933775,151.0
30.0,2.0,2.0,2.0,2.0,5.0,49.0,722.0,1003.0,563.0,0.5,8.0,0.0,353.0,535.0,396.0,369.0,20.0,0.87808526551982,1337.0
4.0,1.0,1.0,1.0,1.0,0.0,5.0,35.0,52.0,29.0,1.0,14.0,2.0,26.0,31.0,39.0,9.0,10.0,0.965116279069767,86.0
4.0,2.0,1.0,2.0,1.0,2.0,7.0,40.0,55.0,23.0,1.0,9.0,2.0,27.0,29.0,29.0,13.0,9.0,0.92,100.0
7.0,14.0,4.0,14.0,4.0,61.0,259.0,371.0,559.0,326.0,0.357142857142857,12.0,2.0,180.0,246.0,217.0,191.0,19.0,0.935377875136911,913.0
13.0,2.0,1.0,2.0,1.0,3.0,7.0,85.0,138.0,75.0,1.0,16.0,1.0,56.0,75.0,73.0,29.0,19.0,0.883838383838384,199.0
50.0,18.0,3.0,18.0,3.0,428.0,1882.0,1641.0,2256.0,1523.0,0.444444444444444,17.0,3.0,597.0,1136.0,602.0,1044.0,36.0,0.550346129641284,3178.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,203.0,231.0,162.0,0.0,33.0,2.0,69.0,166.0,63.0,134.0,45.0,0.950867052023121,346.0
22.0,20.0,7.0,20.0,7.0,235.0,523.0,271.0,384.0,168.0,0.35,5.0,1.0,176.0,213.0,211.0,95.0,7.0,0.367375886524823,705.0
7.0,1.0,1.0,1.0,1.0,0.0,5.0,32.0,38.0,23.0,1.0,33.0,12.0,18.0,30.0,22.0,14.0,7.0,0.965116279069767,86.0
23.0,8.0,4.0,8.0,4.0,19.0,116.0,327.0,426.0,308.0,0.5,29.0,4.0,117.0,275.0,129.0,210.0,24.0,0.618032786885246,610.0
5.0,4.0,2.0,4.0,2.0,123.0,1226.0,191.0,252.0,149.0,0.75,10.0,0.0,88.0,146.0,92.0,103.0,14.0,1.0,339.0
2.0,3.0,2.0,3.0,2.0,3.0,83.0,25.0,43.0,27.0,0.666666666666667,18.0,1.0,12.0,17.0,16.0,13.0,7.0,0.974358974358974,77.0
6.917860236359298,4.729465059089824,2.7294650590898244,4.729465059089824,2.7294650590898244,37.88395177269473,78.66691092280212,121.42049163188,174.63300245913754,94.7633735227544,0.6405802411365263,17.294650590898243,4.188395177269473,50.8455132863951,75.87942175005966,51.410698818203514,70.57497834548492,16.24641929092211,0.644596919679178,288.64279527281406
13.0,1.0,1.0,1.0,1.0,0.0,5.0,80.0,114.0,47.0,1.0,6.0,0.0,52.0,63.0,68.0,28.0,17.0,0.525423728813559,177.0
27.0,1.0,1.0,1.0,1.0,514.0,0.0,226.0,325.0,198.0,1.0,26.0,6.0,113.0,163.0,133.0,113.0,16.0,1.0,514.0
0.0,1.0,1.0,1.0,1.0,0.0,3.0,5.0,10.0,1.0,1.0,1.0,0.0,4.0,4.0,7.0,1.0,2.0,1.0,32.0
10.0,2.0,1.0,2.0,1.0,346.0,5.0,204.0,251.0,164.0,1.0,17.0,1.0,96.0,164.0,98.0,108.0,16.0,0.968208092485549,346.0
25.0,4.0,3.0,4.0,3.0,7.0,91.0,741.0,1040.0,714.0,0.5,18.0,1.0,316.0,594.0,391.0,425.0,33.0,0.83584229390681,1395.0
15.0,2.0,2.0,2.0,2.0,11.0,22.0,137.0,192.0,109.0,0.5,25.0,4.0,70.0,107.0,83.0,67.0,17.0,0.805970149253731,268.0
0.0,1.0,1.0,1.0,1.0,0.0,3.0,5.0,6.0,0.0,1.0,6.0,5.0,5.0,4.0,5.0,0.0,1.0,1.0,34.0
22.0,15.0,3.0,15.0,3.0,49.0,97.0,129.0,182.0,110.0,0.8,17.0,2.0,77.0,107.0,92.0,52.0,26.0,0.694029850746269,268.0
0.0,1.0,1.0,1.0,1.0,0.0,71.0,8.0,10.0,1.0,1.0,8.0,7.0,8.0,7.0,9.0,0.0,1.0,1.0,71.0
6.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,33.0,17.0,0.0,23.0,1.0,16.0,21.0,20.0,8.0,13.0,0.951612903225806,62.0
15.0,3.0,1.0,3.0,1.0,21.0,124.0,55.0,65.0,31.0,1.0,16.0,2.0,42.0,51.0,47.0,13.0,27.0,1.0,103.0
0.0,1.0,1.0,1.0,1.0,0.0,2.0,32.0,48.0,30.0,1.0,20.0,9.0,18.0,23.0,19.0,14.0,7.0,0.558333333333333,120.0
10.0,4.0,2.0,4.0,2.0,3.0,9.0,81.0,112.0,61.0,0.75,10.0,1.0,34.0,64.0,39.0,47.0,18.0,0.977401129943503,177.0
25.470683620194617,17.0,5.0,17.0,5.0,343.68667487312405,348.0695241956761,204.73765928328652,292.47531856657304,173.40278096782706,0.6196441956578699,15.665121684540532,2.9320973476324257,94.41668580696224,160.475318566573,117.5524911116974,110.32097347632426,33.19907301072432,0.663179656414003,451.1712633324539
5.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,1265.0,681.0,0.0,6.0,0.0,273.0,534.0,390.0,527.0,19.0,0.501797268152408,1393.0
17.0,10.0,4.0,10.0,4.0,38.0,382.0,104.0,129.0,69.0,0.6,28.0,0.0,69.0,91.0,76.0,35.0,38.0,0.736842105263158,171.0
13.912656314867204,10.404526507288825,4.702263253644412,10.404526507288825,4.702263253644412,386.683799113659,537.6467841749484,366.48549727113425,531.1718282215602,311.7185228688012,0.493212564461765,12.553394880466618,4.404526507288824,147.9741810029122,257.51131626822206,183.54064903789188,218.5113162682221,31.91584277551088,0.4767064410680078,940.501756886291
28.0,15.0,3.0,15.0,3.0,337.0,342.0,474.0,557.0,461.0,0.466666666666667,119.0,38.0,163.0,417.0,168.0,311.0,77.0,0.75219512195122,1025.0
0.0,1.0,1.0,1.0,1.0,0.0,3.0,7.0,11.0,3.0,1.0,3.0,0.0,5.0,4.0,6.0,2.0,1.0,1.0,39.0
2.0,1.0,1.0,1.0,1.0,0.0,2.0,82.0,112.0,53.0,1.0,6.0,2.0,52.0,58.0,55.0,30.0,7.0,0.970338983050847,236.0
21.90107193748428,8.223413263871425,3.0,8.223413263871425,3.0,112.01732036053131,121.76093107582132,459.76916785413,605.7914245001257,433.8936530554857,0.4214894217591429,51.23413263871426,14.959605097162846,196.88293368064288,361.43198876374566,205.94888572232003,262.88623417348714,62.091509180517136,0.8902840470100916,1022.9670239791616
29.0,5.0,3.0,5.0,3.0,4.0,208.0,508.0,596.0,428.0,0.4,43.0,6.0,173.0,422.0,169.0,335.0,36.0,0.711083437110834,803.0
3.0,3.0,2.0,3.0,2.0,0.0,54.0,73.0,92.0,44.0,0.666666666666667,8.0,1.0,37.0,48.0,36.0,36.0,7.0,0.560509554140127,157.0
14.631858103661584,3.0,3.0,3.0,3.0,17.475219570138723,19.684070948169207,171.4309626799863,242.9636990642028,149.64246604280186,0.333333333333333,25.947787155492374,2.736283792676828,72.21150336281555,130.32123302140093,85.4230067256311,99.21945931717076,21.475219570138723,0.888180692816095,312.2221113019558
4.0,1.0,1.0,1.0,1.0,0.0,5.0,44.0,70.0,24.0,1.0,4.0,0.0,31.0,33.0,42.0,13.0,4.0,0.791304347826087,115.0
5.0,3.0,2.0,3.0,2.0,2.0,17.0,74.0,103.0,62.0,0.666666666666667,25.0,8.0,37.0,51.0,38.0,37.0,22.0,0.504854368932039,206.0
0.0,1.0,1.0,1.0,1.0,0.0,4.0,5.0,7.0,1.0,1.0,3.0,0.0,4.0,3.0,4.0,1.0,1.0,0.931034482758621,29.0
30.939233662033462,17.0,5.0,17.0,5.0,280.1673628486882,442.7175056890408,210.62686702065145,304.25373404130283,177.18870022756164,0.6691333363079954,13.561833206910205,1.2494665655281645,117.13220136536978,172.25373404130286,143.63326823431345,93.49466565528164,31.937099924146125,0.5627938603899282,412.0500976485298
22.143683092458375,12.071841546229187,3.0762455394972252,12.071841546229187,3.0762455394972252,86.79906499505715,767.3019558186614,230.1935046723474,344.70960747575583,200.1128551395821,0.5991278786379021,21.614368309245837,9.38563169075416,110.2199286319556,183.42224129083905,153.28296219164872,119.97357604039178,23.766859388240288,0.9860185217066798,659.1304711126543
7.370459706034869,4.222758236209213,2.7409194120697378,4.222758236209213,2.7409194120697378,246.2761064361196,25.857122656057264,152.66345058274473,222.4043699948145,122.1113791181046,0.4536925367456413,10.740919412069738,0.3704597060348689,68.44310440947697,108.2566685249888,78.73850734912828,84.22034617326776,15.222758236209213,0.8127926040677886,311.8474744042914
17.454740318701315,4.6454740318701315,2.6454740318701315,4.6454740318701315,2.6454740318701315,15.281253075766182,34.43535034275315,152.9364220956104,208.48168177690908,107.8728441912208,0.6531788952194802,13.518318223090922,3.5818961274805265,77.35452596812986,113.89978564942857,97.60883758568828,75.58189612748053,19.48168177690908,0.904541886534826,322.7456883824416
8.0,4.0,2.0,4.0,2.0,4.0,10.0,56.0,73.0,33.0,0.5,9.0,1.0,35.0,47.0,43.0,21.0,18.0,0.966942148760331,121.0
2.0,3.0,2.0,3.0,2.0,0.0,268.0,55.0,85.0,32.0,0.666666666666667,3.0,0.0,31.0,38.0,40.0,24.0,5.0,1.0,133.0
