Del_lines,Added_lines,ADEV,COMM,MaxNesting_Mean,CountClassCoupled,CountInput_Mean,CountOutput_Mean,MaxInheritanceTree,CountLineBlank,OWN_COMMIT,CountPath_Mean,CountStmt,CountDeclMethodPrivate,CountLineCodeDecl,PercentLackOfCohesion,CountStmtExe,CountLineComment,CountLineCode,OWN_LINE
-0.19504256336377696,-0.20733673232687905,-0.28440951946162557,-0.28440951946162557,0.41146843230305175,0.07154253630475459,-0.16772465260301675,0.1352267534045853,1.3202565785715599,-0.1502533613432492,-0.8084268594856129,-0.03944141250609702,-0.10576886908751025,-0.1288363945897535,-0.052831229056753796,1.4332773789282904,-0.13635898564802015,-0.14122507982576635,-0.08382727616168131,-0.4570375147976598
-0.19504256336377696,-0.20733673232687905,-0.28440951946162557,-0.28440951946162557,-0.8227037178280661,0.07154253630475459,-0.16920847056961996,-0.36918574631266987,0.5736287203448845,-0.20404608739809996,-0.8084268594856129,-0.0394468050154186,-0.22929141406458228,-0.1288363945897535,-0.21690432497663586,-0.13228796753809466,-0.23352097836983077,-0.13147311641885026,-0.22568340466181372,-0.43379447706475693
-0.19504256336377696,-0.20733673232687905,-0.28440951946162557,-0.28440951946162557,-0.493591144459768,-0.040200091828385846,-0.058981993050539645,-0.6395276325465579,0.5736287203448845,-0.29370063082285114,-0.8084268594856129,-0.0394468050154186,-0.25134901138191656,-0.1288363945897535,-0.24214633973354083,0.515532175827306,-0.25434140538164735,-0.11684517130847616,-0.24877626278974224,-0.41453596008606397
-0.19504256336377696,-0.20733673232687905,-0.28440951946162557,-0.28440951946162557,0.16463400227682815,-0.37542797622780716,-0.14991883700378128,-0.6772497562071025,-0.17299913788179078,-0.3654242655626521,-0.8084268594856129,-0.0394421315073399,-0.29546420601658513,-0.1288363945897535,-0.3178723840042556,-1.0230406646655206,-0.28210197473073606,-0.13147311641885026,-0.2916629993130381,0.5976558625149849
-0.19504256336377696,-0.20733673232687905,-0.28440951946162557,-0.28440951946162557,-0.8227037178280661,-0.37542797622780716,-0.2077877377012974,-0.41319489058330244,-0.17299913788179078,-0.3116315395078014,-0.8084268594856129,-0.0394468050154186,-0.29987572548005204,-0.1288363945897535,-0.3178723840042556,-1.0230406646655206,-0.28904211706800825,-0.07783731768081185,-0.30155993851072177,-1.9726589941357513
-0.17163460113058307,-0.19793578565792463,-0.1365706567303844,-0.1365706567303844,0.3840423845223596,-0.4871706043609476,0.3798041770734888,0.07429101518371013,-0.9196269961084661,0.06491754287615371,1.4918690510078485,-0.039416606963217735,0.07510342891463093,-0.04170580195998207,0.010273807835508547,0.3265846340123975,0.12736642316832295,0.5024045050306947,0.048131913140767424,-0.48261257824329906
-0.12481867666419534,-0.15719835009245545,0.15910706873209798,0.15910706873209798,-0.8227037178280661,-0.2636853480946667,-0.4855584610493777,-0.9677101083932796,0.5736287203448845,-0.3116315395078014,0.7251037475100287,-0.0394468050154186,-0.2910526865531183,-0.1288363945897535,-0.28000936186889824,1.6762099326903157,-0.29598225940528045,-0.12659713471539225,-0.28506503984791565,-1.5260275114277446
2.0131085406341778,0.6794859034444884,0.30694593146333915,0.30694593146333915,1.6456405824341698,0.6302556769704568,-0.049963463071706175,0.7030370413718472,0.5736287203448845,-0.1502533613432492,0.9167950733844832,-0.039431509898070115,0.008930636962628058,-0.04170580195998207,0.03551582259241348,1.0013972833513565,-0.03225685058893735,-0.11684517130847616,-0.017847681510456948,1.0491113302945705
0.17948483236732493,-0.009916852278836092,0.6026236569258215,0.6026236569258215,1.1885397860893077,0.29502779257103545,-0.10858390793412616,0.6618856337421618,-0.17299913788179078,-0.20404608739809996,1.4918690510078485,-0.039428778627115024,-0.11459190801444397,0.04542479066978937,-0.07807324381365872,0.8934272594571231,-0.14329912798529235,0.014806334684890884,-0.12341503295241595,-0.5929306436781605
-0.18723990928604564,-0.01931779894779052,0.011268206000856791,0.011268206000856791,-0.32903485777561897,0.07154253630475459,-0.10858390793412616,-0.1868621486200471,2.8135122950249105,-0.29370063082285114,1.4918690510078485,-0.03944279915135114,-0.2160568556741817,-0.1288363945897535,-0.21690432497663586,1.0013972833513565,-0.23352097836983077,-0.1997368602672628,-0.2058895262664464,1.0491113302945705
-0.19504256336377696,-0.20733673232687905,-0.28440951946162557,-0.28440951946162557,0.8228591490134245,0.4067704207041759,0.22622901753007804,0.9730931539416405,-0.9196269961084661,0.011124816821302983,-0.8084268594856129,-0.039436289622241515,-0.004303921427772517,-0.1288363945897535,0.13648388162003322,0.8394422475100064,-0.05307727760075391,0.009930352981432846,-0.021146661243018165,0.9624480038904533
0.7880918504303654,-0.15719835009245545,0.011268206000856791,0.011268206000856791,1.5281003776597797,-0.2636853480946667,0.03526164522827282,0.6166190853495122,-0.9196269961084661,-0.1861151787131497,1.4918690510078485,-0.024371937356747413,-0.01753847981817309,0.04542479066978937,-0.2042833175981834,-1.0230406646655206,0.08572556914468983,-0.11684517130847616,-0.03104360044070182,0.5458220865847376
